System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
14:53:53:191, 30259916702054,  860.695,   48.000, 3000,  10.930,6347.003,1763.057,   7.498,4002.143,1111.706, 76,  0,   0.747, 391.148, 108.652,  25.000,  350,   0.000
14:53:54:212, 30262462665385,  861.715,   42.000, 3000,  11.902,6359.152,1766.431,   8.423,4010.740,1114.094, 76,  0,   0.753, 391.917, 108.866,  25.000,  650,   0.000
14:53:55:217, 30264970455169,  862.721,   42.000, 1300,  10.437,6369.646,1769.346,   7.106,4017.884,1116.079, 73,  0,   0.688, 392.609, 109.058,  25.000,  350,   0.000
14:53:56:237, 30267516086666,  863.741,   49.000, 1300,   9.151,6378.984,1771.940,   5.946,4023.952,1117.764, 74,  0,   0.617, 393.239, 109.233,  25.000,  350,   0.000
14:53:57:250, 30270042624548,  864.754,   45.000, 1300,  10.432,6389.551,1774.875,   7.112,4031.156,1119.766, 75,  0,   0.660, 393.907, 109.419,  25.000,  350,   0.000
14:53:58:256, 30272550289321,  865.760,   51.000, 2900,   8.917,6398.516,1777.365,   5.584,4036.770,1121.325, 75,  0,   0.694, 394.606, 109.613,  25.000,  650,   0.000
14:53:59:262, 30275061343753,  866.766,   44.000, 1200,  11.301,6409.892,1780.526,   7.836,4044.659,1123.516, 74,  0,   0.782, 395.393, 109.831,  25.000,  350,   0.000
14:54:00:299, 30277646670108,  867.803,   49.000, 1300,  10.494,6420.768,1783.547,   7.089,4052.007,1125.557, 74,  0,   0.730, 396.149, 110.041,  25.000,  650,   0.000
14:54:01:320, 30280194110989,  868.824,   51.000, 3000,  10.167,6431.152,1786.431,   6.627,4058.774,1127.437, 77,  0,   0.854, 397.021, 110.284,  25.000,  650,   0.000
14:54:02:339, 30282736162580,  869.843,   43.000, 2900,  11.918,6443.298,1789.805,   8.358,4067.292,1129.803, 78,  0,   0.828, 397.865, 110.518,  25.000,  350,   0.000
14:54:03:343, 30285240256585,  870.847,   46.000, 3000,  10.481,6453.820,1792.728,   7.079,4074.398,1131.777, 76,  0,   0.727, 398.595, 110.721,  25.000,  650,   0.000
14:54:04:349, 30287748984118,  871.853,   47.000, 3000,  11.637,6465.524,1795.979,   8.048,4082.493,1134.026, 78,  0,   0.855, 399.455, 110.960,  25.000,  350,   0.000
14:54:05:370, 30290296574757,  872.874,   50.000, 3000,   9.398,6475.122,1798.645,   5.994,4088.615,1135.726, 74,  0,   0.769, 400.240, 111.178,  25.000,  350,   0.000
14:54:06:375, 30292802871595,  873.879,   41.000, 3000,  12.037,6487.216,1802.005,   8.384,4097.039,1138.066, 78,  0,   0.890, 401.135, 111.426,  25.000,  350,   0.000
14:54:07:381, 30295310282545,  874.884,   47.000, 3000,  11.861,6499.139,1805.316,   8.167,4105.249,1140.347, 79,  0,   0.924, 402.063, 111.684,  25.000,  350,   0.000
14:54:08:382, 30297807308687,  875.885,   43.000, 2900,  11.120,6510.271,1808.409,   7.773,4113.030,1142.508, 79,  0,   0.683, 402.747, 111.874,  25.000,  350,   0.000
14:54:09:403, 30300355639290,  876.907,   48.000, 3000,  10.632,6521.133,1811.426,   7.340,4120.529,1144.591, 75,  0,   0.646, 403.407, 112.058,  25.000,  350,   0.000
14:54:10:408, 30302860915408,  877.911,   39.000, 3000,   9.302,6530.477,1814.021,   6.391,4126.948,1146.374, 75,  0,   0.409, 403.818, 112.172,  25.000,  350,   0.000
14:54:11:422, 30305391240831,  878.926,   45.000, 3000,  11.014,6541.649,1817.125,   7.801,4134.861,1148.573, 75,  0,   0.595, 404.421, 112.339,  25.000,  350,   0.000
14:54:12:429, 30307903956674,  879.933,   44.000, 1200,  10.846,6552.575,1820.160,   7.529,4142.446,1150.679, 75,  0,   0.657, 405.083, 112.523,  25.000,  350,   0.000
14:54:13:450, 30310450891192,  880.954,   52.000, 3000,   9.126,6561.893,1822.748,   5.910,4148.480,1152.356, 77,  0,   0.593, 405.689, 112.691,  25.000,  650,   0.000
14:54:14:457, 30312961561254,  881.961,   49.000, 3000,   9.225,6571.178,1825.327,   5.945,4154.464,1154.018, 76,  0,   0.648, 406.340, 112.872,  25.000,  650,   0.000
14:54:15:463, 30315470127385,  882.966,   42.000, 3000,  12.052,6583.299,1828.694,   8.389,4162.900,1156.361, 75,  0,   0.904, 407.250, 113.125,  25.000,  350,   0.000
14:54:16:467, 30317976004726,  883.971,   45.000, 3000,  11.082,6594.432,1831.787,   7.760,4170.696,1158.527, 76,  0,   0.631, 407.884, 113.301,  25.000,  350,   0.000
14:54:17:488, 30320521927147,  884.992,   49.000, 3000,   8.892,6603.508,1834.308,   5.690,4176.503,1160.140, 76,  0,   0.615, 408.512, 113.475,  25.000,  350,   0.000
14:54:18:509, 30323068024725,  886.013,   47.000, 3000,  10.270,6613.991,1837.220,   6.989,4183.638,1162.122, 75,  0,   0.632, 409.156, 113.655,  25.000,  350,   0.000
14:54:19:529, 30325611556438,  887.032,   44.000, 3000,  11.977,6626.204,1840.612,   8.526,4192.332,1164.537, 76,  0,   0.719, 409.890, 113.858,  25.000,  350,   0.000
14:54:20:537, 30328127428847,  888.041,   43.000, 1300,  11.607,6637.911,1843.864,   8.169,4200.572,1166.825, 75,  0,   0.749, 410.645, 114.068,  25.000,  350,   0.000
14:54:21:542, 30330633097151,  889.045,   50.000, 3000,   9.902,6647.858,1846.627,   6.499,4207.101,1168.639, 76,  0,   0.748, 411.396, 114.277,  25.000,  350,   0.000
14:54:22:550, 30333147557436,  890.053,   43.000, 3000,  12.201,6660.158,1850.044,   8.648,4215.819,1171.061, 78,  0,   0.806, 412.208, 114.502,  25.000,  350,   0.000
14:54:23:554, 30335651692522,  891.057,   44.000, 3000,  10.978,6671.178,1853.105,   7.516,4223.364,1173.157, 77,  0,   0.767, 412.978, 114.716,  25.000,  350,   0.000
14:54:24:559, 30338158142883,  892.062,   45.000, 3000,  10.480,6681.709,1856.030,   7.174,4230.573,1175.159, 76,  0,   0.665, 413.646, 114.902,  25.000,  350,   0.000
14:54:25:576, 30340695484654,  893.079,   46.000, 3000,  11.752,6693.664,1859.351,   8.079,4238.791,1177.442, 76,  0,   0.899, 414.560, 115.156,  25.000,  650,   0.000
14:54:26:595, 30343238957504,  894.099,   45.000, 1300,  10.978,6704.858,1862.461,   7.468,4246.406,1179.557, 76,  0,   0.819, 415.395, 115.388,  25.000,  350,   0.000
14:54:27:650, 30345868840370,  895.154,   48.000, 1700,  10.337,6715.758,1865.488,   6.806,4253.582,1181.550, 75,  0,   0.830, 416.271, 115.631,  25.000,  650,   0.000
14:54:28:655, 30348376430062,  896.159,   42.000, 2900,  11.535,6727.353,1868.709,   8.082,4261.707,1183.807, 77,  0,   0.739, 417.014, 115.837,  25.000,  350,   0.000
14:54:29:661, 30350886545040,  897.165,   45.000, 1000,   9.527,6736.941,1871.373,   6.335,4268.081,1185.578, 74,  0,   0.602, 417.619, 116.005,  25.000,  350,   0.000
14:54:30:681, 30353431198628,  898.185,   48.000, 3000,  10.770,6747.928,1874.424,   7.170,4275.396,1187.610, 78,  0,   0.877, 418.515, 116.254,  25.000,  350,   0.000
14:54:31:692, 30355951752489,  899.196,   42.000, 3000,  10.940,6758.983,1877.495,   7.608,4283.084,1189.746, 76,  0,   0.669, 419.191, 116.442,  25.000,  350,   0.000
14:54:32:699, 30358463770682,  900.203,   47.000, 3000,  10.846,6769.905,1880.529,   7.432,4290.569,1191.825, 78,  0,   0.741, 419.937, 116.649,  25.000,  650,   0.000
14:54:33:704, 30360968944790,  901.207,   41.000, 3000,  11.757,6781.714,1883.809,   8.157,4298.761,1194.100, 76,  0,   0.881, 420.822, 116.895,  25.000,  650,   0.000
14:54:34:709, 30363477607089,  902.213,   43.000, 1300,  10.202,6791.974,1886.659,   6.903,4305.704,1196.029, 74,  0,   0.652, 421.478, 117.077,  25.000,  350,   0.000
14:54:35:715, 30365987379616,  903.219,   43.000, 3000,   9.970,6802.005,1889.446,   6.662,4312.407,1197.891, 74,  0,   0.678, 422.160, 117.267,  25.000,  650,   0.000
14:54:36:723, 30368500767331,  904.227,   42.000, 3000,  11.521,6813.615,1892.671,   8.071,4320.539,1200.150, 76,  0,   0.768, 422.934, 117.482,  25.000,  650,   0.000
14:54:37:729, 30371009657703,  905.233,   46.000,  800,  10.051,6823.724,1895.479,   6.886,4327.465,1202.074, 74,  0,   0.578, 423.515, 117.643,  25.000,  350,   0.000
14:54:38:753, 30373563641550,  906.257,   47.000, 1600,   7.618,6831.525,1897.646,   4.731,4332.310,1203.419, 74,  0,   0.435, 423.960, 117.767,  25.000,  350,   0.000
14:54:39:774, 30376111829665,  907.278,   39.000,  800,  10.903,6842.663,1900.740,   7.538,4340.010,1205.558, 76,  0,   0.722, 424.697, 117.972,  25.000,  350,   0.000
14:54:40:779, 30378617313479,  908.283,   45.000, 3000,  10.276,6852.986,1903.607,   7.074,4347.116,1207.532, 80,  0,   0.595, 425.295, 118.138,  25.000,  350,   0.000
14:54:41:791, 30381143206367,  909.295,   49.000, 3000,  11.509,6864.640,1906.844,   8.095,4355.313,1209.809, 76,  0,   0.703, 426.007, 118.335,  25.000,  350,   0.000
14:54:42:827, 30383726714018,  910.331,   48.000, 3000,  10.589,6875.608,1909.891,   7.207,4362.778,1211.883, 77,  0,   0.711, 426.744, 118.540,  25.000,  650,   0.000
14:54:43:848, 30386273170687,  911.352,   44.000, 1300,  12.000,6887.859,1913.294,   8.499,4371.454,1214.293, 75,  0,   0.762, 427.521, 118.756,  25.000,  350,   0.000
14:54:44:868, 30388816762751,  912.372,   49.000, 3000,   9.968,6898.024,1916.118,   6.557,4378.141,1216.150, 75,  0,   0.726, 428.261, 118.962,  25.000,  350,   0.000
14:54:45:888, 30391362133884,  913.392,   46.000, 1300,  11.170,6909.423,1919.284,   7.584,4385.880,1218.300, 74,  0,   0.873, 429.152, 119.209,  25.000,  350,   0.000
14:54:46:909, 30393908333028,  914.413,   44.000,  800,  11.503,6921.164,1922.546,   8.141,4394.189,1220.608, 76,  0,   0.670, 429.836, 119.399,  25.000,  350,   0.000
14:54:47:914, 30396414672201,  915.418,   48.000, 3000,  11.038,6932.255,1925.626,   7.565,4401.791,1222.720, 77,  0,   0.763, 430.603, 119.612,  25.000,  350,   0.000
14:54:48:951, 30399000026004,  916.454,   44.000, 3000,  12.041,6944.736,1929.093,   8.574,4410.678,1225.188, 80,  0,   0.728, 431.358, 119.822,  25.000,  350,   0.000
14:54:49:956, 30401507706330,  917.460,   44.000, 1900,  10.482,6955.273,1932.020,   7.134,4417.850,1227.181, 75,  0,   0.690, 432.051, 120.014,  25.000,  350,   0.000
14:54:50:961, 30404014087329,  918.464,   53.000, 3000,  11.184,6966.511,1935.142,   7.547,4425.434,1229.287, 78,  0,   0.849, 432.905, 120.251,  25.000,  650,   0.000
14:54:51:982, 30406561739316,  919.486,   50.000, 3000,  11.869,6978.634,1938.509,   8.252,4433.862,1231.628, 77,  0,   0.851, 433.774, 120.493,  25.000,  350,   0.000
14:54:53:002, 30409105968454,  920.506,   45.000, 3000,  11.326,6990.186,1941.718,   7.936,4441.957,1233.877, 78,  0,   0.698, 434.486, 120.690,  25.000,  350,   0.000
14:54:54:024, 30411655021816,  921.528,   46.000, 3000,  12.285,7002.741,1945.206,   8.710,4450.858,1236.350, 77,  0,   0.808, 435.311, 120.920,  25.000,  350,   0.000
14:54:55:043, 30414195776306,  922.546,   48.000, 3000,  12.174,7015.142,1948.650,   8.577,4459.595,1238.776, 77,  0,   0.829, 436.156, 121.154,  25.000,  350,   0.000
14:54:56:048, 30416704824229,  923.552,   50.000, 3000,  12.015,7027.228,1952.008,   8.504,4468.149,1241.152, 77,  0,   0.774, 436.935, 121.371,  25.000,  350,   0.000
14:54:57:068, 30419248208444,  924.572,   51.000, 3000,  11.562,7039.016,1955.282,   8.109,4476.417,1243.449, 80,  0,   0.721, 437.670, 121.575,  25.000,  350,   0.000
14:54:58:088, 30421792112504,  925.592,   47.000, 3000,  12.250,7051.510,1958.753,   8.872,4485.465,1245.963, 80,  0,   0.657, 438.341, 121.761,  25.000,  350,   0.000
14:54:59:109, 30424338598007,  926.613,   48.000, 3000,  12.864,7064.642,1962.401,   8.963,4494.615,1248.504, 80,  0,   1.059, 439.422, 122.062,  25.000,  650,   0.000
14:55:00:128, 30426880644341,  927.632,   47.000,  800,  12.597,7077.480,1965.967,   8.924,4503.710,1251.031, 77,  0,   0.872, 440.311, 122.309,  25.000,  350,   0.000
14:55:01:135, 30429391397012,  928.638,   43.000, 3000,  10.411,7087.960,1968.878,   7.085,4510.841,1253.012, 78,  0,   0.678, 440.994, 122.498,  25.000,  350,   0.000
14:55:02:155, 30431935991419,  929.658,   48.000, 3000,  10.321,7098.489,1971.803,   6.798,4517.776,1254.938, 77,  0,   0.813, 441.824, 122.729,  25.000,  350,   0.000
14:55:03:160, 30434443751151,  930.664,   49.000, 2900,   9.531,7108.072,1974.464,   6.203,4524.012,1256.670, 76,  0,   0.675, 442.502, 122.917,  25.000,  350,   0.000
14:55:04:181, 30436989429995,  931.684,   49.000, 2900,  10.020,7118.298,1977.305,   6.570,4530.718,1258.533, 77,  0,   0.761, 443.279, 123.133,  25.000,  350,   0.000
14:55:05:186, 30439496917760,  932.690,   52.000, 1700,   7.383,7125.720,1979.367,   4.300,4535.040,1259.733, 74,  0,   0.546, 443.828, 123.286,  25.000,  350,   0.000
14:55:06:207, 30442044419855,  933.711,   49.000, 1900,   9.379,7135.299,1982.028,   5.984,4541.151,1261.431, 76,  0,   0.722, 444.565, 123.490,  25.000,  350,   0.000
14:55:07:228, 30444589993715,  934.732,   50.000, 3000,  11.965,7147.510,1985.420,   8.719,4550.049,1263.903, 79,  0,   0.621, 445.199, 123.666,  25.000,  350,   0.000
14:55:08:249, 30447137280516,  935.753,   53.000, 3000,  10.364,7158.094,1988.359,   7.273,4557.477,1265.966, 79,  0,   0.509, 445.718, 123.811,  25.000,  350,   0.000
14:55:09:269, 30449680384379,  936.772,   44.000, 3000,  11.802,7170.127,1991.702,   8.568,4566.213,1268.392, 80,  0,   0.558, 446.287, 123.969,  25.000,  350,   0.000
14:55:10:276, 30452192918248,  937.780,   51.000, 1300,   9.841,7180.040,1994.455,   6.358,4572.617,1270.171, 75,  0,   0.802, 447.095, 124.193,  25.000,  350,   0.000
14:55:11:310, 30454772060885,  938.814,   47.000, 3000,  10.112,7190.496,1997.360,   6.739,4579.585,1272.107, 75,  0,   0.704, 447.823, 124.395,  25.000,  350,   0.000
14:55:12:332, 30457322057854,  939.836,   44.000, 3000,  11.297,7202.045,2000.568,   7.824,4587.583,1274.329, 76,  0,   0.748, 448.588, 124.608,  25.000,  350,   0.000
14:55:13:348, 30459854734483,  940.851,   47.000, 3000,  12.206,7214.439,2004.011,   8.474,4596.187,1276.719, 78,  0,   0.954, 449.557, 124.877,  25.000,  350,   0.000
14:55:14:387, 30462447393141,  941.891,   43.000, 3000,   9.564,7224.380,2006.772,   6.405,4602.845,1278.568, 75,  0,   0.568, 450.148, 125.041,  25.000,  350,   0.000
14:55:15:406, 30464988677825,  942.910,   40.000, 3000,  10.486,7235.063,2009.740,   7.115,4610.094,1280.582, 77,  0,   0.743, 450.904, 125.251,  25.000,  350,   0.000
14:55:16:407, 30467486495386,  943.911,   48.000, 3000,   9.478,7244.555,2012.376,   6.273,4616.376,1282.327, 78,  0,   0.589, 451.494, 125.415,  25.000,  350,   0.000
14:55:17:417, 30470004765354,  944.921,   46.000, 3000,  12.377,7257.051,2015.847,   8.735,4625.196,1284.777, 78,  0,   0.865, 452.368, 125.658,  25.000,  350,   0.000
14:55:18:421, 30472509972853,  945.925,   49.000, 3000,   9.326,7266.417,2018.449,   6.080,4631.302,1286.473, 75,  0,   0.633, 453.004, 125.834,  25.000,  350,   0.000
14:55:19:429, 30475024271970,  946.933,   51.000, 3000,  10.142,7276.640,2021.289,   6.744,4638.100,1288.361, 78,  0,   0.714, 453.724, 126.034,  25.000,  350,   0.000
14:55:20:443, 30477553843275,  947.947,   49.000, 3000,   9.611,7286.387,2023.996,   6.195,4644.383,1290.106, 77,  0,   0.765, 454.500, 126.250,  25.000,  350,   0.000
14:55:21:450, 30480066223525,  948.954,   53.000, 1300,   7.837,7294.281,2026.189,   4.757,4649.175,1291.437, 74,  0,   0.546, 455.050, 126.403,  25.000,  650,   0.000
14:55:22:460, 30482585207253,  949.964,   49.000, 3000,  10.988,7305.377,2029.272,   7.641,4656.892,1293.581, 77,  0,   0.663, 455.720, 126.589,  25.000,  650,   0.000
14:55:23:461, 30485081390949,  950.965,   50.000, 1200,  12.869,7318.256,2032.849,   9.069,4665.967,1296.102, 75,  0,   0.971, 456.691, 126.859,  25.000,  350,   0.000
14:55:24:471, 30487599445375,  951.974,   51.000, 3000,  11.589,7329.955,2036.099,   7.867,4673.909,1298.308, 78,  0,   0.936, 457.636, 127.121,  25.000,  650,   0.000
14:55:25:495, 30490155556901,  952.999,   54.000, 3000,  13.575,7343.867,2039.963,   9.707,4683.856,1301.071, 83,  0,   1.010, 458.671, 127.409,  25.000,  650,   0.000
14:55:26:515, 30492699564295,  954.019,   44.000, 2900,  11.939,7356.043,2043.345,   8.408,4692.432,1303.453, 77,  0,   0.842, 459.530, 127.647,  25.000,  650,   0.000
14:55:27:516, 30495195768988,  955.020,   47.000, 1900,   8.636,7364.686,2045.746,   5.461,4697.897,1304.972, 74,  0,   0.617, 460.148, 127.819,  25.000,  350,   0.000
14:55:28:532, 30497730210966,  956.036,   53.000, 3000,  11.109,7375.973,2048.881,   7.602,4705.622,1307.117, 76,  0,   0.766, 460.927, 128.035,  25.000,  350,   0.000
14:55:29:534, 30500229074887,  957.038,   48.000, 3000,  12.550,7388.546,2052.374,   8.849,4714.487,1309.580, 79,  0,   0.919, 461.847, 128.291,  25.000,  350,   0.000
14:55:30:535, 30502726777315,  958.039,   50.000, 3000,  12.252,7400.814,2055.782,   8.529,4723.028,1311.952, 78,  0,   0.934, 462.783, 128.551,  25.000,  350,   0.000
14:55:31:537, 30505225146348,  959.041,   49.000, 3000,  12.330,7413.164,2059.212,   8.708,4731.750,1314.375, 78,  0,   0.839, 463.624, 128.784,  25.000,  350,   0.000
14:55:32:541, 30507730818198,  960.045,   57.000, 3000,  10.511,7423.723,2062.145,   7.025,4738.806,1316.335, 82,  0,   0.766, 464.394, 128.998,  25.000,  650,   0.000
14:55:32:558, 30507771642704,  960.062,   48.000, 3000,  16.188,7423.988,2062.219,  11.535,4738.995,1316.388, 82,  0,   1.126, 464.412, 129.003,  25.000,  350,   0.000

Total Elapsed Time (sec) = 960.061513
Measured RDTSC Frequency (GHz) = 2.494

Cumulative Processor Energy_0 (Joules) = 7423.987808
Cumulative Processor Energy_0 (mWh) = 2062.218836
Average Processor Power_0 (Watt) = 7.732825

Cumulative IA Energy_0 (Joules) = 4738.995010
Cumulative IA Energy_0 (mWh) = 1316.387503
Average IA Power_0 (Watt) = 4.936137

Cumulative GT Energy_0 (Joules) = 464.411957
Cumulative GT Energy_0 (mWh) = 129.003321
Average GT Power_0 (Watt) = 0.483731
