System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
14:40:33:041, 28264067431175,  582.123,    1.000,  800,   1.811,1657.481, 460.411,   0.221, 615.792, 171.053, 44,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:40:34:043, 28266567676840,  583.126,    1.000,  800,   1.765,1659.251, 460.903,   0.190, 615.982, 171.106, 43,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:40:35:045, 28269066553503,  584.128,    6.000,  800,   2.047,1661.302, 461.473,   0.408, 616.390, 171.220, 43,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:40:36:047, 28271565232078,  585.129,    1.000,  800,   1.744,1663.049, 461.958,   0.183, 616.573, 171.270, 43,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:40:37:048, 28274064026503,  586.131,    2.000,  800,   1.814,1664.866, 462.463,   0.237, 616.811, 171.336, 44,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:40:38:050, 28276562904503,  587.133,    5.000,  800,   2.106,1666.976, 463.049,   0.452, 617.263, 171.462, 43,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:40:39:052, 28279061718678,  588.135,    1.000,  800,   1.771,1668.750, 463.542,   0.202, 617.466, 171.518, 43,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:40:40:054, 28281560335715,  589.136,    1.000,  800,   1.723,1670.477, 464.021,   0.164, 617.630, 171.564, 43,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:40:41:056, 28284059297300,  590.138,    0.000,  800,   1.694,1672.174, 464.493,   0.144, 617.774, 171.604, 44,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:40:42:057, 28286558040815,  591.140,    3.000,  800,   1.970,1674.147, 465.041,   0.356, 618.131, 171.703, 43,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:40:43:060, 28289058205553,  592.142,    0.000,  800,   1.753,1675.904, 465.529,   0.189, 618.320, 171.756, 42,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:40:44:071, 28291581575028,  593.154,    1.000,  800,   1.766,1677.691, 466.025,   0.196, 618.518, 171.811, 44,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:40:45:073, 28294080405615,  594.156,    4.000,  800,   1.969,1679.663, 466.573,   0.341, 618.860, 171.906, 43,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:40:46:075, 28296579921228,  595.158,    6.000,  800,   2.107,1681.775, 467.160,   0.455, 619.316, 172.032, 44,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:40:47:090, 28299112307978,  596.173,    1.000,  800,   1.750,1683.552, 467.653,   0.185, 619.504, 172.084, 43,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:40:48:106, 28301646282065,  597.189,    1.000,  800,   1.755,1685.335, 468.149,   0.187, 619.694, 172.137, 43,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:40:49:108, 28304145204863,  598.191,    1.000,  800,   1.728,1687.066, 468.629,   0.169, 619.863, 172.184, 43,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:40:50:110, 28306643817365,  599.193,    1.000,  800,   1.753,1688.822, 469.117,   0.189, 620.052, 172.237, 43,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:40:51:126, 28309179213590,  600.209,    2.000,  800,   1.846,1690.699, 469.639,   0.248, 620.304, 172.307, 43,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:40:52:128, 28311678100953,  601.211,    1.000,  800,   1.788,1692.490, 470.136,   0.207, 620.512, 172.364, 43,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:40:53:130, 28314176995490,  602.213,    0.000,  800,   1.715,1694.208, 470.613,   0.158, 620.670, 172.408, 44,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:40:54:137, 28316688192878,  603.219,    1.000,  800,   1.715,1695.935, 471.093,   0.159, 620.830, 172.453, 45,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:40:55:155, 28319227546390,  604.238,    0.000,  800,   1.699,1697.665, 471.574,   0.149, 620.982, 172.495, 43,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:40:56:157, 28321726225678,  605.239,    6.000,  800,   2.033,1699.702, 472.139,   0.411, 621.393, 172.609, 43,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:40:57:158, 28324225049053,  606.241,    2.000,  800,   1.809,1701.514, 472.643,   0.228, 621.622, 172.673, 42,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:40:58:167, 28326740253615,  607.249,    2.000,  800,   1.811,1703.341, 473.150,   0.226, 621.850, 172.736, 43,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:40:59:169, 28329240234540,  608.252,    5.000,  800,   1.960,1705.305, 473.696,   0.338, 622.189, 172.830, 45,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:41:00:176, 28331752013703,  609.259,    2.000,  800,   1.785,1707.103, 474.195,   0.212, 622.403, 172.890, 42,  0,   0.000,  44.744,  12.429,  25.000,  350,   0.000
14:41:01:178, 28334250869440,  610.260,    1.000,  800,   1.772,1708.878, 474.688,   0.197, 622.600, 172.944, 43,  0,   0.001,  44.745,  12.429,  25.000,  350,   0.000
14:41:02:195, 28336787392390,  611.277,    1.000,  800,   1.745,1710.652, 475.181,   0.178, 622.781, 172.995, 45,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:03:206, 28339309455263,  612.289,    4.000,  800,   2.008,1712.683, 475.745,   0.384, 623.169, 173.103, 45,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:04:210, 28341814979303,  613.293,    0.000,  800,   1.706,1714.397, 476.221,   0.146, 623.316, 173.143, 41,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:05:212, 28344313861853,  614.295,    1.000,  800,   1.775,1716.175, 476.715,   0.205, 623.522, 173.200, 42,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:06:214, 28346812602340,  615.297,    3.000,  800,   1.912,1718.091, 477.248,   0.297, 623.819, 173.283, 43,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:07:216, 28349311544415,  616.298,    1.000,  800,   1.749,1719.843, 477.734,   0.186, 624.005, 173.335, 41,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:08:218, 28351810536003,  617.300,    1.000,  800,   1.754,1721.601, 478.222,   0.185, 624.190, 173.386, 40,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:09:219, 28354309501628,  618.302,    0.000,  800,   1.701,1723.305, 478.696,   0.148, 624.339, 173.427, 43,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:10:221, 28356808444103,  619.304,    4.000,  800,   1.991,1725.299, 479.250,   0.365, 624.704, 173.529, 40,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:11:223, 28359307465653,  620.306,    1.000,  800,   1.755,1727.058, 479.738,   0.192, 624.897, 173.582, 42,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:12:225, 28361806346640,  621.308,    1.000,  800,   1.730,1728.791, 480.220,   0.172, 625.069, 173.630, 42,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:13:230, 28364313284015,  622.313,    2.000,  800,   1.941,1730.742, 480.762,   0.316, 625.387, 173.719, 41,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:14:232, 28366812327753,  623.315,    1.000,  800,   1.792,1732.537, 481.260,   0.215, 625.603, 173.779, 43,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:15:234, 28369311378253,  624.316,    2.000,  800,   1.781,1734.321, 481.756,   0.209, 625.813, 173.837, 41,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:16:236, 28371810214040,  625.318,    0.000,  800,   1.702,1736.026, 482.229,   0.149, 625.962, 173.878, 42,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:17:237, 28374309035703,  626.320,    2.000, 1500,   1.852,1737.881, 482.745,   0.264, 626.227, 173.952, 45,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:18:238, 28376806063890,  627.321,    2.000,  800,   1.847,1739.730, 483.258,   0.260, 626.486, 174.024, 41,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:19:240, 28379304713528,  628.323,    1.000,  800,   1.713,1741.446, 483.735,   0.159, 626.645, 174.068, 42,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:20:243, 28381805959690,  629.326,    2.000,  800,   1.854,1743.305, 484.251,   0.258, 626.904, 174.140, 42,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:21:245, 28384304841828,  630.327,    2.000,  800,   1.802,1745.110, 484.753,   0.223, 627.128, 174.202, 43,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:22:259, 28386833638253,  631.341,    1.000,  800,   1.740,1746.874, 485.243,   0.175, 627.305, 174.252, 43,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:23:263, 28389338703115,  632.346,    1.000,  800,   1.718,1748.600, 485.722,   0.160, 627.466, 174.296, 43,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:24:265, 28391838566840,  633.348,    0.000,  800,   1.704,1750.307, 486.196,   0.151, 627.618, 174.338, 42,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:25:268, 28394339293878,  634.350,    5.000,  800,   2.014,1752.326, 486.757,   0.384, 628.003, 174.445, 43,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:26:269, 28396838252790,  635.352,    1.000,  800,   1.719,1754.048, 487.236,   0.163, 628.166, 174.491, 42,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:27:277, 28399352176778,  636.360,    1.000,  800,   1.790,1755.852, 487.737,   0.214, 628.382, 174.550, 43,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:28:279, 28401851060003,  637.362,    3.000,  800,   1.896,1757.751, 488.264,   0.289, 628.672, 174.631, 42,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:29:292, 28404376931115,  638.375,    1.000,  800,   1.761,1759.535, 488.760,   0.191, 628.865, 174.685, 41,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:30:294, 28406875926078,  639.376,    0.000,  800,   1.711,1761.249, 489.236,   0.158, 629.023, 174.729, 42,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:31:296, 28409377214765,  640.379,    2.000,  800,   1.802,1763.057, 489.738,   0.226, 629.249, 174.791, 42,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:32:313, 28411912204190,  641.395,    8.000,  800,   2.359,1765.455, 490.404,   0.692, 629.953, 174.987, 44,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:33:315, 28414412506128,  642.398,    2.000,  800,   1.804,1767.263, 490.906,   0.228, 630.181, 175.050, 43,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:34:323, 28416926279278,  643.406,    2.000,  800,   1.869,1769.146, 491.430,   0.269, 630.452, 175.126, 42,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:35:325, 28419425106453,  644.407,    2.000,  800,   1.820,1770.969, 491.936,   0.234, 630.686, 175.191, 42,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:36:327, 28421924101140,  645.409,    2.000,  800,   1.816,1772.789, 492.441,   0.243, 630.929, 175.258, 42,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:37:337, 28424444322090,  646.420,    1.000,  800,   1.745,1774.551, 492.931,   0.181, 631.112, 175.309, 42,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:38:339, 28426943335828,  647.422,    1.000,  800,   1.712,1776.267, 493.407,   0.162, 631.275, 175.354, 42,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:39:341, 28429443636890,  648.424,    4.000,  800,   1.946,1778.218, 493.949,   0.333, 631.609, 175.447, 41,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:40:343, 28431942588415,  649.426,    1.000,  800,   1.724,1779.945, 494.429,   0.170, 631.779, 175.494, 41,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:41:358, 28434475180640,  650.441,    5.000,  800,   2.089,1782.066, 495.018,   0.444, 632.230, 175.619, 44,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:42:375, 28437011917015,  651.458,    1.000,  800,   1.771,1783.867, 495.519,   0.199, 632.432, 175.676, 43,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:43:377, 28439510866303,  652.460,    2.000,  800,   1.781,1785.651, 496.014,   0.211, 632.644, 175.734, 41,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:44:379, 28442009766878,  653.462,    2.000,  800,   1.821,1787.476, 496.521,   0.243, 632.887, 175.802, 40,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:45:389, 28444529748628,  654.472,    5.000,  800,   1.960,1789.456, 497.071,   0.349, 633.239, 175.900, 43,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:46:391, 28447028599678,  655.474,    1.000,  800,   1.757,1791.216, 497.560,   0.197, 633.436, 175.954, 41,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:47:393, 28449527576853,  656.476,    1.000,  800,   1.740,1792.959, 498.044,   0.179, 633.615, 176.004, 42,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:48:406, 28452055324965,  657.489,    2.000,  800,   1.864,1794.848, 498.569,   0.266, 633.885, 176.079, 43,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:49:408, 28454554174378,  658.491,    1.000,  800,   1.718,1796.570, 499.047,   0.166, 634.051, 176.125, 42,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:50:410, 28457052891078,  659.493,    1.000,  800,   1.726,1798.299, 499.527,   0.174, 634.225, 176.174, 42,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:51:412, 28459551790365,  660.495,    1.000,  800,   1.710,1800.012, 500.003,   0.163, 634.389, 176.219, 42,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:52:414, 28462050532090,  661.496,    1.000,  800,   1.725,1801.740, 500.483,   0.171, 634.560, 176.267, 42,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:53:419, 28464559473915,  662.502,    4.000,  800,   1.981,1803.733, 501.037,   0.366, 634.928, 176.369, 41,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:54:421, 28467058764678,  663.504,    1.000,  800,   1.738,1805.474, 501.521,   0.177, 635.106, 176.418, 42,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:55:430, 28469574875490,  664.513,    2.000,  800,   1.802,1807.292, 502.025,   0.224, 635.331, 176.481, 42,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:56:432, 28472073805678,  665.515,    7.000,  800,   2.079,1809.375, 502.604,   0.442, 635.775, 176.604, 42,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:57:437, 28474579689890,  666.519,    1.000,  800,   1.731,1811.114, 503.087,   0.178, 635.953, 176.654, 42,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:58:454, 28477116529628,  667.536,    1.000,  800,   1.729,1812.872, 503.576,   0.174, 636.130, 176.703, 43,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:41:59:462, 28479631130690,  668.544,    1.000,  800,   1.747,1814.633, 504.065,   0.183, 636.314, 176.754, 42,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:42:00:471, 28482147308215,  669.553,    6.000,  800,   2.034,1816.684, 504.635,   0.402, 636.720, 176.867, 44,  0,   0.000,  44.745,  12.429,  25.000,  350,   0.000
14:42:01:482, 28484670175378,  670.565,    4.000,  800,   1.844,1818.549, 505.153,   0.264, 636.987, 176.941, 43,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:02:490, 28487184376865,  671.573,    5.000,  800,   2.182,1820.749, 505.764,   0.556, 637.548, 177.097, 43,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:03:497, 28489696867265,  672.580,    2.000,  800,   1.807,1822.569, 506.269,   0.225, 637.775, 177.160, 41,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:04:499, 28492195826853,  673.582,    1.000,  800,   1.777,1824.349, 506.764,   0.209, 637.984, 177.218, 40,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:05:501, 28494694783490,  674.584,    1.000,  800,   1.758,1826.111, 507.253,   0.197, 638.182, 177.273, 41,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:06:503, 28497193573428,  675.585,    1.000,  800,   1.772,1827.886, 507.746,   0.204, 638.386, 177.329, 40,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:07:504, 28499692554815,  676.587,    3.000,  800,   1.945,1829.835, 508.288,   0.348, 638.734, 177.426, 40,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:08:506, 28502191486678,  677.589,    1.000,  800,   1.758,1831.597, 508.777,   0.198, 638.932, 177.481, 40,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:09:508, 28504690676453,  678.591,    2.000,  800,   1.908,1833.508, 509.308,   0.299, 639.232, 177.564, 40,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:10:510, 28507189533040,  679.593,    1.000,  800,   1.735,1835.246, 509.791,   0.179, 639.411, 177.614, 42,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:11:512, 28509688382128,  680.595,    1.000,  800,   1.697,1836.946, 510.263,   0.153, 639.564, 177.657, 42,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:12:514, 28512187385765,  681.597,    1.000,  800,   1.727,1838.676, 510.743,   0.177, 639.742, 177.706, 41,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:13:516, 28514686237915,  682.598,    3.000,  800,   1.917,1840.597, 511.277,   0.328, 640.070, 177.797, 41,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:14:517, 28517184797653,  683.600,    3.000,  800,   1.803,1842.403, 511.779,   0.234, 640.305, 177.863, 42,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:15:519, 28519683685015,  684.602,    2.000,  800,   1.769,1844.176, 512.271,   0.211, 640.516, 177.921, 41,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:16:530, 28522205056415,  685.613,    2.000,  800,   1.894,1846.090, 512.803,   0.288, 640.808, 178.002, 42,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:17:532, 28524703906753,  686.614,    3.000,  800,   1.822,1847.915, 513.310,   0.248, 641.056, 178.071, 42,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:18:534, 28527202795740,  687.616,    2.000,  800,   1.797,1849.715, 513.810,   0.230, 641.286, 178.135, 44,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:19:535, 28529701368253,  688.618,    1.000,  800,   1.705,1851.423, 514.284,   0.164, 641.449, 178.180, 41,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:20:537, 28532200012065,  689.620,    1.000,  800,   1.724,1853.150, 514.764,   0.173, 641.622, 178.228, 42,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:21:539, 28534698895653,  690.622,    4.000,  800,   1.979,1855.133, 515.315,   0.367, 641.990, 178.331, 42,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:22:541, 28537198495203,  691.624,    1.000,  800,   1.721,1856.858, 515.794,   0.174, 642.165, 178.379, 41,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:23:551, 28539717244890,  692.633,    1.000,  800,   1.811,1858.686, 516.302,   0.235, 642.402, 178.445, 42,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:24:553, 28542216140265,  693.635,    2.000,  800,   1.852,1860.541, 516.817,   0.259, 642.661, 178.517, 41,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:25:556, 28544718762140,  694.639,    1.000,  800,   1.765,1862.312, 517.309,   0.203, 642.865, 178.574, 42,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:26:566, 28547238892678,  695.649,    1.000,  800,   1.750,1864.080, 517.800,   0.191, 643.058, 178.627, 41,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:27:568, 28549737701290,  696.651,    1.000,  800,   1.726,1865.809, 518.280,   0.174, 643.232, 178.675, 41,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:28:581, 28552263386953,  697.663,    4.000,  800,   1.951,1867.785, 518.829,   0.348, 643.584, 178.773, 42,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:29:584, 28554767305665,  698.667,    1.000,  800,   1.714,1869.505, 519.307,   0.167, 643.752, 178.820, 41,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:30:597, 28557294293194,  699.680,    3.000, 1300,   1.787,1871.316, 519.810,   0.223, 643.978, 178.883, 42,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:31:613, 28559826646928,  700.695,    1.000,  800,   1.877,1873.222, 520.339,   0.274, 644.256, 178.960, 42,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:32:628, 28562358869528,  701.711,    1.000,  800,   1.755,1875.003, 520.834,   0.192, 644.451, 179.014, 42,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:33:631, 28564859923478,  702.713,    1.000,  800,   1.747,1876.755, 521.321,   0.189, 644.640, 179.067, 38,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:34:632, 28567358977403,  703.715,    1.000,  800,   1.761,1878.520, 521.811,   0.200, 644.841, 179.122, 39,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:35:634, 28569857893265,  704.717,    3.000,  800,   1.936,1880.459, 522.350,   0.339, 645.180, 179.217, 39,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:36:636, 28572356720328,  705.719,    1.000,  800,   1.723,1882.185, 522.829,   0.177, 645.357, 179.266, 38,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:37:638, 28574855612990,  706.721,    1.000,  800,   1.691,1883.880, 523.300,   0.152, 645.509, 179.308, 37,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:38:640, 28577355169290,  707.723,    2.000,  800,   1.907,1885.791, 523.831,   0.300, 645.810, 179.392, 38,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:39:642, 28579854345665,  708.725,    1.000,  800,   1.718,1887.512, 524.309,   0.168, 645.979, 179.439, 38,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:40:644, 28582353266465,  709.727,    1.000,  800,   1.717,1889.233, 524.787,   0.172, 646.151, 179.486, 38,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:41:646, 28584852232978,  710.728,    1.000,  800,   1.733,1890.969, 525.269,   0.179, 646.331, 179.536, 39,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:42:648, 28587351464440,  711.730,    3.000,  800,   1.909,1892.881, 525.800,   0.322, 646.653, 179.626, 38,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:43:649, 28589850321578,  712.732,    1.000,  800,   1.726,1894.610, 526.281,   0.178, 646.831, 179.675, 37,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:44:651, 28592349593515,  713.734,    1.000,  800,   1.741,1896.355, 526.765,   0.186, 647.018, 179.727, 37,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:45:659, 28594861765928,  714.741,    2.000,  800,   1.880,1898.248, 527.291,   0.282, 647.302, 179.806, 42,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:46:661, 28597361278653,  715.743,    4.000,  800,   1.944,1900.196, 527.832,   0.355, 647.657, 179.905, 37,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:47:662, 28599860623038,  716.745,    1.000,  800,   1.748,1901.947, 528.319,   0.193, 647.851, 179.959, 37,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:48:675, 28602386928590,  717.758,    3.000,  800,   1.790,1903.760, 528.822,   0.227, 648.081, 180.023, 43,  0,   0.000,  44.746,  12.429,  25.000,  350,   0.000
14:42:49:684, 28604902963103,  718.767,    2.000,  800,   1.784,1905.559, 529.322,   0.224, 648.307, 180.085, 42,  0,   0.001,  44.747,  12.430,  25.000,  350,   0.000
14:42:50:687, 28607404212328,  719.770,    4.000,  800,   1.958,1907.523, 529.868,   0.356, 648.664, 180.185, 42,  0,   0.000,  44.747,  12.430,  25.000,  350,   0.000
14:42:51:689, 28609903020578,  720.771,    1.000,  800,   1.724,1909.250, 530.347,   0.174, 648.839, 180.233, 41,  0,   0.000,  44.747,  12.430,  25.000,  350,   0.000
14:42:52:701, 28612427346265,  721.783,    2.000,  800,   1.780,1911.051, 530.848,   0.214, 649.056, 180.293, 44,  0,   0.000,  44.747,  12.430,  25.000,  350,   0.000
14:42:53:703, 28614927553353,  722.786,    1.000,  800,   1.778,1912.834, 531.343,   0.210, 649.267, 180.352, 37,  0,   0.000,  44.747,  12.430,  25.000,  350,   0.000
14:42:54:705, 28617426570128,  723.788,    1.000,  800,   1.756,1914.593, 531.831,   0.200, 649.467, 180.407, 38,  0,   0.000,  44.747,  12.430,  25.000,  350,   0.000
14:42:55:707, 28619925645178,  724.790,    1.000,  800,   1.730,1916.326, 532.313,   0.181, 649.648, 180.458, 37,  0,   0.000,  44.747,  12.430,  25.000,  350,   0.000
14:42:56:709, 28622424402153,  725.791,    0.000,  800,   1.696,1918.025, 532.785,   0.154, 649.802, 180.500, 38,  0,   0.000,  44.747,  12.430,  25.000,  350,   0.000
14:42:57:710, 28624923309228,  726.793,    4.000,  800,   1.959,1919.988, 533.330,   0.359, 650.161, 180.600, 41,  0,   0.000,  44.747,  12.430,  25.000,  350,   0.000
14:42:58:712, 28627422145390,  727.795,    1.000,  800,   1.709,1921.700, 533.806,   0.164, 650.325, 180.646, 38,  0,   0.000,  44.747,  12.430,  25.000,  350,   0.000
14:42:59:725, 28629949611453,  728.808,    1.000,  800,   1.734,1923.457, 534.294,   0.184, 650.511, 180.698, 41,  0,   0.000,  44.747,  12.430,  25.000,  350,   0.000
14:43:00:734, 28632464400456,  729.816,    7.000,  800,   2.151,1925.625, 534.896,   0.484, 650.999, 180.833, 43,  0,   0.000,  44.747,  12.430,  25.000,  350,   0.000
14:43:01:737, 28634966897978,  730.820,    1.000,  800,   1.705,1927.336, 535.371,   0.162, 651.162, 180.878, 38,  0,   0.000,  44.747,  12.430,  25.000,  350,   0.000
