System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
11:29:36:620, 56925278537174,    0.101,    3.000,  800,   2.889,   0.291,   0.081,   0.725,   0.073,   0.020, 48,  0,   0.125,   0.013,   0.004,  25.000,  350,   0.000
11:29:36:721, 56925532591811,    0.203,    1.000,  800,   2.011,   0.496,   0.138,   0.254,   0.099,   0.027, 50,  0,   0.000,   0.013,   0.004,  25.000,  350,   0.000
11:29:36:823, 56925786799749,    0.304,    2.000,  800,   2.120,   0.712,   0.198,   0.320,   0.131,   0.037, 50,  0,   0.000,   0.013,   0.004,  25.000,  350,   0.000
11:29:36:929, 56926049689186,    0.410,    1.000,  800,   2.050,   0.928,   0.258,   0.270,   0.160,   0.044, 48,  0,   0.000,   0.013,   0.004,  25.000,  350,   0.000
11:29:37:031, 56926303890224,    0.512,    1.000,  800,   2.010,   1.133,   0.315,   0.249,   0.185,   0.051, 45,  0,   0.000,   0.013,   0.004,  25.000,  350,   0.000
11:29:37:133, 56926558342861,    0.614,    1.000,  800,   2.047,   1.341,   0.373,   0.266,   0.212,   0.059, 45,  0,   0.000,   0.013,   0.004,  25.000,  350,   0.000
11:29:37:235, 56926812769311,    0.716,    7.000,  800,   2.386,   1.585,   0.440,   0.553,   0.269,   0.075, 48,  0,   0.000,   0.013,   0.004,  25.000,  350,   0.000
11:29:37:340, 56927075816874,    0.821,   15.000,  800,   2.747,   1.874,   0.521,   0.773,   0.350,   0.097, 48,  0,   0.018,   0.015,   0.004,  25.000,  350,   0.000
11:29:37:461, 56927377466486,    0.942,    6.000,  800,   2.455,   2.171,   0.603,   0.612,   0.424,   0.118, 48,  0,   0.000,   0.015,   0.004,  25.000,  350,   0.000
11:29:37:563, 56927631575874,    1.044,   10.000,  800,   2.470,   2.423,   0.673,   0.644,   0.490,   0.136, 46,  0,   0.000,   0.015,   0.004,  25.000,  350,   0.000
11:29:37:674, 56927908261936,    1.155,    2.000,  800,   2.060,   2.652,   0.737,   0.298,   0.523,   0.145, 49,  0,   0.000,   0.015,   0.004,  25.000,  350,   0.000
11:29:37:779, 56928171074761,    1.260,    1.000,  800,   1.963,   2.858,   0.794,   0.210,   0.545,   0.151, 43,  0,   0.000,   0.015,   0.004,  25.000,  350,   0.000
11:29:37:896, 56928461446461,    1.377,    2.000,  800,   2.274,   3.123,   0.868,   0.362,   0.587,   0.163, 49,  0,   0.019,   0.017,   0.005,  25.000,  350,   0.000
11:29:37:997, 56928715549624,    1.479,    1.000,  800,   1.925,   3.319,   0.922,   0.200,   0.608,   0.169, 44,  0,   0.000,   0.017,   0.005,  25.000,  350,   0.000
11:29:38:099, 56928969755799,    1.581,    2.000,  800,   2.030,   3.526,   0.979,   0.266,   0.635,   0.176, 47,  0,   0.000,   0.017,   0.005,  25.000,  350,   0.000
11:29:38:201, 56929223884524,    1.682,    1.000,  800,   2.028,   3.733,   1.037,   0.266,   0.662,   0.184, 45,  0,   0.000,   0.017,   0.005,  25.000,  350,   0.000
11:29:38:305, 56929481825149,    1.786,    0.000,  800,   1.982,   3.938,   1.094,   0.211,   0.684,   0.190, 42,  0,   0.000,   0.017,   0.005,  25.000,  350,   0.000
11:29:38:406, 56929735863586,    1.888,    3.000,  800,   2.236,   4.165,   1.157,   0.386,   0.723,   0.201, 48,  0,   0.004,   0.017,   0.005,  25.000,  350,   0.000
11:29:38:521, 56930020399749,    2.002,    1.000,  800,   2.034,   4.397,   1.221,   0.253,   0.752,   0.209, 47,  0,   0.000,   0.017,   0.005,  25.000,  350,   0.000
11:29:38:623, 56930274600336,    2.104,    0.000,  800,   1.935,   4.595,   1.276,   0.188,   0.771,   0.214, 44,  0,   0.000,   0.017,   0.005,  25.000,  350,   0.000
11:29:38:724, 56930528737036,    2.206,    1.000,  800,   2.030,   4.801,   1.334,   0.265,   0.798,   0.222, 44,  0,   0.000,   0.017,   0.005,  25.000,  350,   0.000
11:29:38:826, 56930782860174,    2.307,    0.000,  800,   1.893,   4.994,   1.387,   0.163,   0.815,   0.226, 48,  0,   0.000,   0.017,   0.005,  25.000,  350,   0.000
11:29:38:928, 56931037026386,    2.409,    1.000,  800,   2.044,   5.202,   1.445,   0.258,   0.841,   0.234, 48,  0,   0.006,   0.018,   0.005,  25.000,  350,   0.000
11:29:39:030, 56931291193236,    2.511,    1.000,  800,   1.948,   5.401,   1.500,   0.184,   0.860,   0.239, 46,  0,   0.000,   0.018,   0.005,  25.000,  350,   0.000
11:29:39:132, 56931546029111,    2.613,    1.000,  800,   2.027,   5.608,   1.558,   0.247,   0.885,   0.246, 46,  0,   0.000,   0.018,   0.005,  25.000,  350,   0.000
11:29:39:234, 56931800238286,    2.715,    1.000,  800,   1.949,   5.807,   1.613,   0.201,   0.905,   0.251, 45,  0,   0.000,   0.018,   0.005,  25.000,  350,   0.000
11:29:39:336, 56932054334186,    2.817,    0.000,  800,   1.924,   6.003,   1.667,   0.186,   0.924,   0.257, 43,  0,   0.000,   0.018,   0.005,  25.000,  350,   0.000
11:29:39:438, 56932308486636,    2.919,    2.000,  800,   2.063,   6.213,   1.726,   0.297,   0.954,   0.265, 48,  0,   0.004,   0.018,   0.005,  25.000,  350,   0.000
11:29:39:547, 56932581550186,    3.029,    1.000,  800,   2.121,   6.445,   1.790,   0.267,   0.984,   0.273, 47,  0,   0.000,   0.018,   0.005,  25.000,  350,   0.000
11:29:39:658, 56932858085449,    3.139,    1.000,  800,   2.005,   6.667,   1.852,   0.247,   1.011,   0.281, 46,  0,   0.000,   0.018,   0.005,  25.000,  350,   0.000
11:29:39:760, 56933111975499,    3.241,    0.000,  800,   1.960,   6.867,   1.907,   0.209,   1.032,   0.287, 44,  0,   0.000,   0.018,   0.005,  25.000,  350,   0.000
11:29:39:862, 56933366245661,    3.343,    0.000,  800,   1.931,   7.064,   1.962,   0.199,   1.053,   0.292, 43,  0,   0.000,   0.018,   0.005,  25.000,  350,   0.000
11:29:39:969, 56933634024686,    3.450,    1.000,  800,   2.015,   7.280,   2.022,   0.245,   1.079,   0.300, 47,  0,   0.004,   0.019,   0.005,  25.000,  350,   0.000
11:29:40:071, 56933887360786,    3.552,    1.000,  800,   2.036,   7.487,   2.080,   0.208,   1.100,   0.306, 47,  0,   0.000,   0.019,   0.005,  25.000,  350,   0.000
11:29:40:173, 56934141951399,    3.654,    2.000,  800,   2.119,   7.703,   2.140,   0.324,   1.133,   0.315, 46,  0,   0.000,   0.019,   0.005,  25.000,  350,   0.000
11:29:40:289, 56934431178424,    3.770,    1.000,  800,   1.968,   7.931,   2.203,   0.225,   1.159,   0.322, 47,  0,   0.000,   0.019,   0.005,  25.000,  350,   0.000
11:29:40:391, 56934685208786,    3.872,    0.000,  800,   1.886,   8.124,   2.257,   0.154,   1.175,   0.326, 42,  0,   0.000,   0.019,   0.005,  25.000,  350,   0.000
11:29:40:493, 56934940144386,    3.974,    3.000,  800,   2.239,   8.352,   2.320,   0.408,   1.217,   0.338, 47,  0,   0.002,   0.019,   0.005,  25.000,  350,   0.000
11:29:40:597, 56935200315436,    4.078,    2.000,  800,   2.148,   8.576,   2.382,   0.295,   1.247,   0.347, 46,  0,   0.004,   0.019,   0.005,  25.000,  350,   0.000
11:29:40:699, 56935454409999,    4.180,    0.000,  800,   1.944,   8.774,   2.437,   0.202,   1.268,   0.352, 46,  0,   0.000,   0.019,   0.005,  25.000,  350,   0.000
11:29:40:801, 56935708399736,    4.282,    1.000,  800,   1.944,   8.972,   2.492,   0.211,   1.290,   0.358, 46,  0,   0.000,   0.019,   0.005,  25.000,  350,   0.000
11:29:40:913, 56935987584824,    4.394,    1.000,  800,   2.004,   9.197,   2.555,   0.231,   1.315,   0.365, 48,  0,   0.000,   0.019,   0.005,  25.000,  350,   0.000
11:29:41:015, 56936242000024,    4.496,    1.000,  800,   1.958,   9.396,   2.610,   0.214,   1.337,   0.371, 47,  0,   0.002,   0.020,   0.005,  25.000,  350,   0.000
11:29:41:117, 56936496012474,    4.598,    2.000,  800,   2.031,   9.603,   2.668,   0.222,   1.360,   0.378, 48,  0,   0.002,   0.020,   0.006,  25.000,  350,   0.000
11:29:41:219, 56936751232986,    4.700,    1.000,  800,   1.951,   9.803,   2.723,   0.216,   1.382,   0.384, 45,  0,   0.000,   0.020,   0.006,  25.000,  350,   0.000
11:29:41:321, 56937005353324,    4.802,    7.000,  800,   2.197,  10.027,   2.785,   0.416,   1.424,   0.396, 47,  0,   0.000,   0.020,   0.006,  25.000,  350,   0.000
11:29:41:425, 56937265184833,    4.906,   26.000,  800,   3.307,  10.371,   2.881,   1.408,   1.571,   0.436, 48,  0,   0.000,   0.020,   0.006,  25.000,  350,   0.000
11:29:41:527, 56937519822411,    5.008,   12.000,  800,   2.635,  10.640,   2.956,   0.793,   1.652,   0.459, 48,  0,   0.000,   0.020,   0.006,  25.000,  350,   0.000
11:29:41:629, 56937773797820,    5.110,    3.000,  800,   2.184,  10.863,   3.017,   0.330,   1.686,   0.468, 44,  0,   0.005,   0.020,   0.006,  25.000,  350,   0.000
11:29:41:731, 56938027900486,    5.212,    1.000,  800,   1.977,  11.064,   3.073,   0.223,   1.708,   0.475, 43,  0,   0.000,   0.020,   0.006,  25.000,  350,   0.000
11:29:41:841, 56938303632249,    5.323,    1.000,  800,   2.063,  11.292,   3.137,   0.276,   1.739,   0.483, 46,  0,   0.000,   0.020,   0.006,  25.000,  350,   0.000
11:29:41:949, 56938572750361,    5.430,    1.000,  800,   2.001,  11.508,   3.197,   0.239,   1.765,   0.490, 43,  0,   0.000,   0.020,   0.006,  25.000,  350,   0.000
11:29:42:058, 56938844042286,    5.539,    0.000,  800,   1.911,  11.716,   3.254,   0.177,   1.784,   0.496, 47,  0,   0.000,   0.020,   0.006,  25.000,  350,   0.000
11:29:42:165, 56939111981274,    5.647,    4.000,  800,   2.439,  11.978,   3.327,   0.493,   1.837,   0.510, 47,  0,   0.004,   0.021,   0.006,  25.000,  350,   0.000
11:29:42:267, 56939366347411,    5.749,    1.000,  800,   2.088,  12.191,   3.386,   0.286,   1.866,   0.518, 43,  0,   0.000,   0.021,   0.006,  25.000,  350,   0.000
11:29:42:369, 56939620480724,    5.850,    1.000,  800,   1.923,  12.387,   3.441,   0.199,   1.886,   0.524, 45,  0,   0.000,   0.021,   0.006,  25.000,  350,   0.000
11:29:42:471, 56939874568049,    5.952,    1.000,  800,   1.993,  12.590,   3.497,   0.231,   1.910,   0.531, 46,  0,   0.000,   0.021,   0.006,  25.000,  350,   0.000
11:29:42:573, 56940128772649,    6.054,    2.000,  800,   2.267,  12.821,   3.561,   0.432,   1.954,   0.543, 46,  0,   0.000,   0.021,   0.006,  25.000,  350,   0.000
11:29:42:683, 56940404046236,    6.165,    2.000,  800,   2.199,  13.063,   3.629,   0.326,   1.990,   0.553, 43,  0,   0.004,   0.021,   0.006,  25.000,  350,   0.000
11:29:42:798, 56940690645924,    6.279,    1.000,  800,   1.980,  13.291,   3.692,   0.232,   2.017,   0.560, 46,  0,   0.000,   0.021,   0.006,  25.000,  350,   0.000
11:29:42:900, 56940944698499,    6.381,    1.000,  800,   2.033,  13.498,   3.749,   0.264,   2.043,   0.568, 47,  0,   0.000,   0.021,   0.006,  25.000,  350,   0.000
11:29:43:002, 56941198939111,    6.483,    1.000,  800,   1.927,  13.694,   3.804,   0.195,   2.063,   0.573, 47,  0,   0.000,   0.021,   0.006,  25.000,  350,   0.000
11:29:43:104, 56941453306911,    6.585,    0.000,  800,   1.888,  13.887,   3.857,   0.162,   2.080,   0.578, 46,  0,   0.000,   0.021,   0.006,  25.000,  350,   0.000
11:29:43:206, 56941707496499,    6.687,    3.000,  800,   2.180,  14.109,   3.919,   0.320,   2.113,   0.587, 45,  0,   0.005,   0.022,   0.006,  25.000,  350,   0.000
11:29:43:308, 56941961582474,    6.789,    1.000,  800,   1.913,  14.304,   3.973,   0.184,   2.131,   0.592, 45,  0,   0.000,   0.022,   0.006,  25.000,  350,   0.000
11:29:43:410, 56942215723036,    6.891,    1.000,  800,   1.925,  14.500,   4.028,   0.200,   2.152,   0.598, 44,  0,   0.000,   0.022,   0.006,  25.000,  350,   0.000
11:29:43:516, 56942481118474,    6.997,    0.000,  800,   1.928,  14.705,   4.085,   0.186,   2.171,   0.603, 45,  0,   0.000,   0.022,   0.006,  25.000,  350,   0.000
11:29:43:627, 56942757869599,    7.108,    1.000,  800,   1.995,  14.926,   4.146,   0.236,   2.198,   0.610, 47,  0,   0.000,   0.022,   0.006,  25.000,  350,   0.000
11:29:43:729, 56943012165486,    7.210,    3.000,  800,   2.193,  15.150,   4.208,   0.332,   2.231,   0.620, 46,  0,   0.004,   0.022,   0.006,  25.000,  350,   0.000
11:29:43:831, 56943266363311,    7.312,    0.000,  800,   1.904,  15.344,   4.262,   0.185,   2.250,   0.625, 43,  0,   0.000,   0.022,   0.006,  25.000,  350,   0.000
11:29:43:934, 56943524242786,    7.415,    2.000,  800,   2.046,  15.556,   4.321,   0.273,   2.278,   0.633, 46,  0,   0.000,   0.022,   0.006,  25.000,  350,   0.000
11:29:44:036, 56943778543211,    7.517,    1.000,  800,   2.038,  15.763,   4.379,   0.266,   2.306,   0.640, 46,  0,   0.000,   0.022,   0.006,  25.000,  350,   0.000
11:29:44:138, 56944032473645,    7.619,    1.000,  800,   1.937,  15.961,   4.433,   0.198,   2.326,   0.646, 43,  0,   0.000,   0.022,   0.006,  25.000,  350,   0.000
11:29:44:240, 56944286716224,    7.721,    2.000,  800,   2.220,  16.187,   4.496,   0.343,   2.361,   0.656, 46,  0,   0.004,   0.023,   0.006,  25.000,  350,   0.000
11:29:44:342, 56944540750674,    7.823,    1.000,  800,   2.011,  16.392,   4.553,   0.256,   2.387,   0.663, 42,  0,   0.000,   0.023,   0.006,  25.000,  350,   0.000
11:29:44:458, 56944831015586,    7.939,    1.000,  800,   2.053,  16.630,   4.620,   0.270,   2.418,   0.672, 47,  0,   0.000,   0.023,   0.006,  25.000,  350,   0.000
11:29:44:569, 56945107445561,    8.050,    1.000,  800,   2.091,  16.862,   4.684,   0.291,   2.451,   0.681, 46,  0,   0.000,   0.023,   0.006,  25.000,  350,   0.000
11:29:44:671, 56945361491549,    8.152,    1.000,  800,   2.003,  17.066,   4.741,   0.251,   2.476,   0.688, 46,  0,   0.000,   0.023,   0.006,  25.000,  350,   0.000
11:29:44:773, 56945615602249,    8.254,    2.000,  800,   2.194,  17.290,   4.803,   0.334,   2.510,   0.697, 47,  0,   0.005,   0.023,   0.006,  25.000,  350,   0.000
11:29:44:885, 56945895962261,    8.366,    2.000,  800,   2.042,  17.519,   4.866,   0.280,   2.542,   0.706, 47,  0,   0.000,   0.023,   0.006,  25.000,  350,   0.000
11:29:45:001, 56946184931411,    8.482,    1.000,  800,   2.007,  17.752,   4.931,   0.246,   2.570,   0.714, 45,  0,   0.000,   0.023,   0.006,  25.000,  350,   0.000
11:29:45:103, 56946438955574,    8.584,    1.000,  800,   1.972,  17.953,   4.987,   0.224,   2.593,   0.720, 46,  0,   0.000,   0.023,   0.006,  25.000,  350,   0.000
11:29:45:205, 56946693063361,    8.686,    1.000,  800,   1.897,  18.146,   5.041,   0.187,   2.612,   0.726, 41,  0,   0.000,   0.023,   0.006,  25.000,  350,   0.000
11:29:45:307, 56946947043386,    8.788,    2.000,  800,   2.175,  18.367,   5.102,   0.305,   2.643,   0.734, 46,  0,   0.006,   0.024,   0.007,  25.000,  350,   0.000
11:29:45:408, 56947201189249,    8.890,    1.000,  800,   1.956,  18.567,   5.157,   0.221,   2.665,   0.740, 45,  0,   0.000,   0.024,   0.007,  25.000,  350,   0.000
11:29:45:523, 56947486430845,    9.004,    1.000,  800,   1.976,  18.793,   5.220,   0.221,   2.691,   0.747, 47,  0,   0.000,   0.024,   0.007,  25.000,  350,   0.000
11:29:45:625, 56947740590636,    9.106,    0.000,  800,   1.927,  18.989,   5.275,   0.200,   2.711,   0.753, 42,  0,   0.000,   0.024,   0.007,  25.000,  350,   0.000
11:29:45:726, 56947994460349,    9.208,    1.000,  800,   2.090,  19.202,   5.334,   0.298,   2.742,   0.762, 44,  0,   0.000,   0.024,   0.007,  25.000,  350,   0.000
11:29:45:828, 56948248656436,    9.310,    2.000,  800,   2.090,  19.415,   5.393,   0.263,   2.768,   0.769, 46,  0,   0.004,   0.024,   0.007,  25.000,  350,   0.000
11:29:45:930, 56948502805274,    9.411,    0.000,  800,   1.945,  19.613,   5.448,   0.202,   2.789,   0.775, 43,  0,   0.000,   0.024,   0.007,  25.000,  350,   0.000
11:29:46:032, 56948756914311,    9.513,    1.000,  800,   2.008,  19.817,   5.505,   0.247,   2.814,   0.782, 48,  0,   0.000,   0.024,   0.007,  25.000,  350,   0.000
11:29:46:135, 56949013909936,    9.616,    2.000,  800,   2.138,  20.038,   5.566,   0.382,   2.854,   0.793, 45,  0,   0.000,   0.024,   0.007,  25.000,  350,   0.000
11:29:46:237, 56949267904961,    9.718,    3.000,  800,   2.139,  20.255,   5.627,   0.405,   2.895,   0.804, 48,  0,   0.000,   0.024,   0.007,  25.000,  350,   0.000
11:29:46:353, 56949556921736,    9.834,    2.000,  800,   2.009,  20.488,   5.691,   0.320,   2.932,   0.814, 47,  0,   0.006,   0.025,   0.007,  25.000,  350,   0.000
11:29:46:455, 56949811319399,    9.936,    3.000,  800,   2.054,  20.698,   5.749,   0.357,   2.968,   0.825, 44,  0,   0.000,   0.025,   0.007,  25.000,  350,   0.000
11:29:46:569, 56950095348424,   10.050,    3.000,  800,   2.091,  20.936,   5.816,   0.397,   3.013,   0.837, 49,  0,   0.000,   0.025,   0.007,  25.000,  350,   0.000
11:29:46:671, 56950349294661,   10.152,    0.000,  800,   1.806,  21.120,   5.867,   0.203,   3.034,   0.843, 48,  0,   0.000,   0.025,   0.007,  25.000,  350,   0.000
11:29:46:779, 56950619650311,   10.260,    2.000,  800,   1.922,  21.328,   5.924,   0.281,   3.065,   0.851, 47,  0,   0.000,   0.025,   0.007,  25.000,  350,   0.000
11:29:46:888, 56950891110186,   10.369,    3.000,  800,   2.140,  21.561,   5.989,   0.417,   3.110,   0.864, 47,  0,   0.005,   0.025,   0.007,  25.000,  350,   0.000
11:29:46:995, 56951159474161,   10.477,    1.000,  800,   1.882,  21.763,   6.045,   0.227,   3.134,   0.871, 49,  0,   0.000,   0.025,   0.007,  25.000,  350,   0.000
11:29:47:110, 56951444681161,   10.591,    1.000,  800,   1.890,  21.979,   6.105,   0.246,   3.162,   0.878, 46,  0,   0.000,   0.025,   0.007,  25.000,  350,   0.000
11:29:47:220, 56951720434136,   10.701,    1.000,  800,   1.931,  22.193,   6.165,   0.293,   3.195,   0.887, 47,  0,   0.000,   0.025,   0.007,  25.000,  350,   0.000
11:29:47:322, 56951974697736,   10.803,    0.000,  800,   1.759,  22.372,   6.214,   0.167,   3.212,   0.892, 44,  0,   0.000,   0.025,   0.007,  25.000,  350,   0.000
11:29:47:424, 56952228842549,   10.905,    2.000,  800,   2.025,  22.578,   6.272,   0.306,   3.243,   0.901, 46,  0,   0.005,   0.026,   0.007,  25.000,  350,   0.000
11:29:47:526, 56952482801861,   11.007,    2.000,  800,   1.907,  22.773,   6.326,   0.269,   3.270,   0.908, 47,  0,   0.000,   0.026,   0.007,  25.000,  350,   0.000
11:29:47:628, 56952737044099,   11.109,    1.000,  800,   1.787,  22.955,   6.376,   0.191,   3.290,   0.914, 43,  0,   0.000,   0.026,   0.007,  25.000,  350,   0.000
11:29:47:730, 56952991165061,   11.211,    1.000,  800,   1.782,  23.136,   6.427,   0.199,   3.310,   0.919, 44,  0,   0.000,   0.026,   0.007,  25.000,  350,   0.000
11:29:47:832, 56953245501636,   11.313,    5.000,  800,   2.230,  23.364,   6.490,   0.516,   3.363,   0.934, 45,  0,   0.000,   0.026,   0.007,  25.000,  350,   0.000
11:29:47:933, 56953499513524,   11.415,    2.000,  800,   1.945,  23.562,   6.545,   0.283,   3.392,   0.942, 47,  0,   0.005,   0.027,   0.007,  25.000,  350,   0.000
11:29:48:038, 56953759965324,   11.519,    1.000,  800,   1.898,  23.760,   6.600,   0.224,   3.415,   0.949, 42,  0,   0.000,   0.027,   0.007,  25.000,  350,   0.000
11:29:48:141, 56954016435349,   11.622,    1.000,  800,   1.851,  23.950,   6.653,   0.243,   3.440,   0.956, 43,  0,   0.000,   0.027,   0.007,  25.000,  350,   0.000
11:29:48:243, 56954270849936,   11.724,    1.000,  800,   1.867,  24.141,   6.706,   0.240,   3.464,   0.962, 43,  0,   0.000,   0.027,   0.007,  25.000,  350,   0.000
11:29:48:354, 56954547496599,   11.835,    0.000,  800,   1.785,  24.339,   6.761,   0.183,   3.485,   0.968, 43,  0,   0.000,   0.027,   0.007,  25.000,  350,   0.000
11:29:48:455, 56954801661999,   11.937,    2.000,  800,   1.968,  24.539,   6.816,   0.288,   3.514,   0.976, 46,  0,   0.009,   0.027,   0.008,  25.000,  350,   0.000
11:29:48:568, 56955082646224,   12.049,    1.000,  800,   2.012,  24.766,   6.879,   0.322,   3.550,   0.986, 47,  0,   0.000,   0.027,   0.008,  25.000,  350,   0.000
11:29:48:670, 56955336789074,   12.151,    0.000,  800,   1.763,  24.946,   6.929,   0.173,   3.568,   0.991, 44,  0,   0.000,   0.027,   0.008,  25.000,  350,   0.000
11:29:48:787, 56955628147099,   12.268,    2.000,  800,   1.959,  25.174,   6.993,   0.316,   3.605,   1.001, 48,  0,   0.000,   0.027,   0.008,  25.000,  350,   0.000
11:29:48:889, 56955882214686,   12.370,    1.000,  800,   1.816,  25.359,   7.044,   0.211,   3.626,   1.007, 46,  0,   0.000,   0.027,   0.008,  25.000,  350,   0.000
11:29:48:991, 56956136344499,   12.472,    2.000,  800,   1.844,  25.547,   7.096,   0.219,   3.649,   1.014, 46,  0,   0.004,   0.028,   0.008,  25.000,  350,   0.000
11:29:49:100, 56956408540361,   12.581,    0.000,  800,   1.852,  25.749,   7.153,   0.201,   3.671,   1.020, 45,  0,   0.000,   0.028,   0.008,  25.000,  350,   0.000
11:29:49:205, 56956670325611,   12.686,    1.000,  800,   1.910,  25.950,   7.208,   0.274,   3.699,   1.028, 45,  0,   0.000,   0.028,   0.008,  25.000,  350,   0.000
11:29:49:307, 56956925172186,   12.788,    1.000,  800,   1.850,  26.139,   7.261,   0.232,   3.723,   1.034, 45,  0,   0.000,   0.028,   0.008,  25.000,  350,   0.000
11:29:49:409, 56957179405074,   12.890,    0.000,  800,   1.772,  26.319,   7.311,   0.177,   3.741,   1.039, 45,  0,   0.000,   0.028,   0.008,  25.000,  350,   0.000
11:29:49:520, 56957456701486,   13.001,    2.000,  800,   1.949,  26.536,   7.371,   0.285,   3.773,   1.048, 46,  0,   0.005,   0.028,   0.008,  25.000,  350,   0.000
11:29:49:622, 56957710801724,   13.103,    2.000,  800,   1.991,  26.739,   7.427,   0.300,   3.803,   1.056, 46,  0,   0.000,   0.028,   0.008,  25.000,  350,   0.000
11:29:49:724, 56957964819399,   13.205,    1.000,  800,   1.808,  26.923,   7.479,   0.203,   3.824,   1.062, 43,  0,   0.000,   0.028,   0.008,  25.000,  350,   0.000
11:29:49:841, 56958257113799,   13.322,    0.000,  800,   1.790,  27.133,   7.537,   0.189,   3.846,   1.068, 46,  0,   0.000,   0.028,   0.008,  25.000,  350,   0.000
11:29:49:943, 56958511134099,   13.424,    1.000,  800,   1.824,  27.319,   7.589,   0.224,   3.869,   1.075, 44,  0,   0.000,   0.028,   0.008,  25.000,  350,   0.000
11:29:50:057, 56958797005761,   13.538,    2.000,  800,   1.918,  27.538,   7.650,   0.252,   3.898,   1.083, 46,  0,   0.004,   0.029,   0.008,  25.000,  350,   0.000
11:29:50:168, 56959073300436,   13.649,    1.000,  800,   1.931,  27.752,   7.709,   0.266,   3.927,   1.091, 45,  0,   0.000,   0.029,   0.008,  25.000,  350,   0.000
11:29:50:271, 56959329867074,   13.752,    1.000,  800,   1.832,  27.941,   7.761,   0.216,   3.950,   1.097, 45,  0,   0.000,   0.029,   0.008,  25.000,  350,   0.000
11:29:50:373, 56959583954711,   13.854,    1.000,  800,   1.797,  28.124,   7.812,   0.197,   3.970,   1.103, 41,  0,   0.000,   0.029,   0.008,  25.000,  350,   0.000
11:29:50:489, 56959874265374,   13.970,    1.000,  800,   1.797,  28.333,   7.870,   0.199,   3.993,   1.109, 47,  0,   0.000,   0.029,   0.008,  25.000,  350,   0.000
11:29:50:600, 56960150912683,   14.081,    2.000,  800,   2.054,  28.561,   7.934,   0.332,   4.030,   1.119, 46,  0,   0.004,   0.029,   0.008,  25.000,  350,   0.000
11:29:50:705, 56960411890199,   14.186,    1.000,  800,   1.826,  28.752,   7.987,   0.212,   4.052,   1.125, 44,  0,   0.000,   0.029,   0.008,  25.000,  350,   0.000
11:29:50:807, 56960666319299,   14.288,    0.000,  800,   1.751,  28.930,   8.036,   0.180,   4.070,   1.131, 46,  0,   0.000,   0.029,   0.008,  25.000,  350,   0.000
11:29:50:909, 56960920496161,   14.390,    1.000,  800,   1.824,  29.116,   8.088,   0.210,   4.091,   1.137, 45,  0,   0.000,   0.029,   0.008,  25.000,  350,   0.000
11:29:51:024, 56961207872561,   14.505,    1.000,  800,   1.864,  29.331,   8.147,   0.248,   4.120,   1.144, 45,  0,   0.000,   0.029,   0.008,  25.000,  350,   0.000
11:29:51:126, 56961461989799,   14.607,    2.000,  800,   1.983,  29.533,   8.204,   0.266,   4.147,   1.152, 45,  0,   0.005,   0.030,   0.008,  25.000,  350,   0.000
11:29:51:228, 56961716188174,   14.709,    3.000,  800,   2.000,  29.737,   8.260,   0.352,   4.183,   1.162, 42,  0,   0.000,   0.030,   0.008,  25.000,  350,   0.000
11:29:51:342, 56962000707099,   14.823,    1.000,  800,   1.852,  29.948,   8.319,   0.238,   4.210,   1.169, 47,  0,   0.000,   0.030,   0.008,  25.000,  350,   0.000
11:29:51:458, 56962289940511,   14.939,    2.000,  800,   2.015,  30.182,   8.384,   0.341,   4.250,   1.180, 46,  0,   0.000,   0.030,   0.008,  25.000,  350,   0.000
11:29:51:569, 56962569075599,   15.051,    1.000,  800,   1.925,  30.397,   8.444,   0.273,   4.280,   1.189, 46,  0,   0.000,   0.030,   0.008,  25.000,  350,   0.000
11:29:51:677, 56962837215461,   15.158,    3.000,  800,   2.183,  30.632,   8.509,   0.412,   4.325,   1.201, 43,  0,   0.004,   0.030,   0.008,  25.000,  350,   0.000
11:29:51:779, 56963091346449,   15.260,    1.000,  800,   1.812,  30.817,   8.560,   0.204,   4.345,   1.207, 42,  0,   0.000,   0.030,   0.008,  25.000,  350,   0.000
11:29:51:889, 56963366496274,   15.370,    0.000,  800,   1.740,  31.008,   8.613,   0.159,   4.363,   1.212, 46,  0,   0.000,   0.030,   0.008,  25.000,  350,   0.000
11:29:51:991, 56963620479661,   15.472,    0.000,  800,   1.736,  31.185,   8.663,   0.161,   4.379,   1.216, 46,  0,   0.000,   0.030,   0.008,  25.000,  350,   0.000
11:29:52:101, 56963895130199,   15.582,   15.000,  800,   2.664,  31.479,   8.744,   0.873,   4.475,   1.243, 47,  0,   0.000,   0.030,   0.008,  25.000,  350,   0.000
11:29:52:205, 56964153440799,   15.686,    3.000,  800,   2.190,  31.705,   8.807,   0.416,   4.518,   1.255, 44,  0,   0.004,   0.031,   0.009,  25.000,  350,   0.000
