System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package Power Limit_0(Watt),GT Frequency(MHz),GT Utilization(%)
11:32:24:038, 57342878782049,  167.519,    1.000,  800,   1.800, 318.330,  88.425,   0.221,  44.064,  12.240, 41,  0,   0.000,   0.171,   0.047,  25.000,  350,   0.000
11:32:24:140, 57343132775074,  167.621,    0.000,  800,   1.757, 318.509,  88.475,   0.182,  44.083,  12.245, 42,  0,   0.000,   0.171,   0.047,  25.000,  350,   0.000
11:32:24:254, 57343417152058,  167.735,    1.000,  800,   1.838, 318.719,  88.533,   0.231,  44.109,  12.253, 41,  0,   0.000,   0.171,   0.047,  25.000,  350,   0.000
11:32:24:358, 57343677426711,  167.839,    2.000,  800,   2.010, 318.928,  88.591,   0.308,  44.141,  12.262, 42,  0,   0.004,   0.171,   0.048,  25.000,  350,   0.000
11:32:24:460, 57343931429274,  167.941,    1.000,  800,   1.780, 319.110,  88.642,   0.195,  44.161,  12.267, 38,  0,   0.000,   0.171,   0.048,  25.000,  350,   0.000
11:32:24:562, 57344185629474,  168.043,    1.000,  800,   1.759, 319.289,  88.691,   0.192,  44.181,  12.272, 38,  0,   0.000,   0.171,   0.048,  25.000,  350,   0.000
11:32:24:668, 57344451015008,  168.149,    1.000,  800,   1.814, 319.482,  88.745,   0.221,  44.204,  12.279, 41,  0,   0.000,   0.171,   0.048,  25.000,  350,   0.000
11:32:24:772, 57344710398511,  168.253,    2.000,  800,   1.873, 319.677,  88.799,   0.264,  44.232,  12.287, 41,  0,   0.000,   0.171,   0.048,  25.000,  350,   0.000
11:32:24:875, 57344965534899,  168.356,    2.000,  800,   2.020, 319.883,  88.856,   0.315,  44.264,  12.296, 43,  0,   0.004,   0.172,   0.048,  25.000,  350,   0.000
11:32:24:986, 57345244466936,  168.468,    1.000,  800,   1.825, 320.087,  88.913,   0.225,  44.289,  12.303, 43,  0,   0.000,   0.172,   0.048,  25.000,  350,   0.000
11:32:25:089, 57345500081986,  168.570,    1.000,  800,   1.778, 320.270,  88.964,   0.200,  44.310,  12.308, 41,  0,   0.000,   0.172,   0.048,  25.000,  350,   0.000
11:32:25:199, 57345775357799,  168.680,    1.000,  800,   1.829, 320.471,  89.020,   0.235,  44.336,  12.315, 40,  0,   0.000,   0.172,   0.048,  25.000,  350,   0.000
11:32:25:305, 57346038747936,  168.786,    1.000,  800,   1.767, 320.658,  89.072,   0.190,  44.356,  12.321, 42,  0,   0.000,   0.172,   0.048,  25.000,  350,   0.000
11:32:25:407, 57346293039511,  168.888,    2.000,  800,   1.947, 320.856,  89.127,   0.258,  44.382,  12.328, 42,  0,   0.006,   0.172,   0.048,  25.000,  350,   0.000
11:32:25:509, 57346547143824,  168.990,    1.000,  800,   1.773, 321.037,  89.177,   0.193,  44.402,  12.334, 41,  0,   0.000,   0.172,   0.048,  25.000,  350,   0.000
11:32:25:615, 57346811224424,  169.096,    1.000,  800,   1.758, 321.223,  89.229,   0.191,  44.422,  12.339, 39,  0,   0.000,   0.172,   0.048,  25.000,  350,   0.000
11:32:25:716, 57347065280649,  169.198,    1.000,  800,   1.896, 321.416,  89.282,   0.275,  44.450,  12.347, 39,  0,   0.000,   0.172,   0.048,  25.000,  350,   0.000
11:32:25:820, 57347323037461,  169.301,    1.000,  800,   1.866, 321.609,  89.336,   0.258,  44.477,  12.355, 41,  0,   0.000,   0.172,   0.048,  25.000,  350,   0.000
11:32:25:922, 57347576992299,  169.403,    2.000,  800,   2.044, 321.817,  89.394,   0.325,  44.510,  12.364, 38,  0,   0.004,   0.173,   0.048,  25.000,  350,   0.000
11:32:26:023, 57347831224636,  169.505,    0.000,  800,   1.732, 321.994,  89.443,   0.173,  44.527,  12.369, 40,  0,   0.000,   0.173,   0.048,  25.000,  350,   0.000
11:32:26:137, 57348115659999,  169.619,    1.000,  800,   1.792, 322.198,  89.499,   0.206,  44.551,  12.375, 43,  0,   0.000,   0.173,   0.048,  25.000,  350,   0.000
11:32:26:240, 57348370251361,  169.721,    0.000,  800,   1.791, 322.381,  89.550,   0.201,  44.571,  12.381, 38,  0,   0.000,   0.173,   0.048,  25.000,  350,   0.000
11:32:26:353, 57348653044224,  169.834,    0.000,  800,   1.764, 322.581,  89.606,   0.187,  44.593,  12.387, 38,  0,   0.000,   0.173,   0.048,  25.000,  350,   0.000
11:32:26:455, 57348907174699,  169.936,    2.000,  800,   1.992, 322.784,  89.662,   0.284,  44.621,  12.395, 39,  0,   0.006,   0.173,   0.048,  25.000,  350,   0.000
11:32:26:557, 57349161227199,  170.038,    2.000,  800,   1.914, 322.979,  89.716,   0.295,  44.651,  12.403, 40,  0,   0.000,   0.173,   0.048,  25.000,  350,   0.000
11:32:26:658, 57349415138986,  170.140,    1.000,  800,   1.764, 323.158,  89.766,   0.189,  44.671,  12.409, 42,  0,   0.000,   0.173,   0.048,  25.000,  350,   0.000
11:32:26:774, 57349703224424,  170.255,    0.000,  800,   1.786, 323.365,  89.824,   0.201,  44.694,  12.415, 43,  0,   0.000,   0.173,   0.048,  25.000,  350,   0.000
11:32:26:890, 57349991801286,  170.371,    2.000,  800,   1.890, 323.583,  89.884,   0.271,  44.725,  12.424, 43,  0,   0.000,   0.173,   0.048,  25.000,  350,   0.000
11:32:26:992, 57350247592974,  170.473,    3.000,  800,   2.078, 323.796,  89.943,   0.357,  44.762,  12.434, 39,  0,   0.004,   0.174,   0.048,  25.000,  350,   0.000
11:32:27:103, 57350524178061,  170.584,    1.000,  800,   1.784, 323.994,  89.998,   0.197,  44.784,  12.440, 42,  0,   0.000,   0.174,   0.048,  25.000,  350,   0.000
11:32:27:205, 57350778232249,  170.686,    1.000,  800,   1.918, 324.189,  90.053,   0.301,  44.814,  12.448, 42,  0,   0.000,   0.174,   0.048,  25.000,  350,   0.000
11:32:27:307, 57351032189536,  170.788,    1.000,  800,   1.771, 324.370,  90.103,   0.188,  44.834,  12.454, 41,  0,   0.000,   0.174,   0.048,  25.000,  350,   0.000
11:32:27:409, 57351286375674,  170.890,    0.000,  800,   1.747, 324.548,  90.152,   0.182,  44.852,  12.459, 40,  0,   0.000,   0.174,   0.048,  25.000,  350,   0.000
11:32:27:510, 57351540391474,  170.992,    2.000,  800,   1.996, 324.751,  90.209,   0.291,  44.882,  12.467, 39,  0,   0.004,   0.174,   0.048,  25.000,  350,   0.000
11:32:27:620, 57351813237661,  171.101,    1.000,  800,   1.866, 324.955,  90.265,   0.262,  44.910,  12.475, 41,  0,   0.000,   0.174,   0.048,  25.000,  350,   0.000
11:32:27:722, 57352067454586,  171.203,    1.000,  800,   1.886, 325.147,  90.319,   0.265,  44.937,  12.483, 41,  0,   0.000,   0.174,   0.048,  25.000,  350,   0.000
11:32:27:824, 57352321589524,  171.305,    0.000,  800,   1.730, 325.324,  90.368,   0.160,  44.954,  12.487, 40,  0,   0.000,   0.174,   0.048,  25.000,  350,   0.000
11:32:27:925, 57352575531411,  171.407,    1.000,  800,   1.929, 325.520,  90.422,   0.304,  44.985,  12.496, 41,  0,   0.000,   0.174,   0.048,  25.000,  350,   0.000
11:32:28:027, 57352829793661,  171.509,    2.000,  800,   1.996, 325.724,  90.479,   0.285,  45.014,  12.504, 41,  0,   0.007,   0.175,   0.049,  25.000,  350,   0.000
11:32:28:129, 57353083862511,  171.610,    0.000,  800,   1.777, 325.905,  90.529,   0.191,  45.033,  12.509, 39,  0,   0.000,   0.175,   0.049,  25.000,  350,   0.000
11:32:28:237, 57353353148386,  171.718,    2.000,  800,   1.879, 326.107,  90.585,   0.280,  45.063,  12.518, 41,  0,   0.000,   0.175,   0.049,  25.000,  350,   0.000
11:32:28:354, 57353645331811,  171.835,    1.000,  800,   1.808, 326.319,  90.644,   0.217,  45.089,  12.525, 43,  0,   0.000,   0.175,   0.049,  25.000,  350,   0.000
11:32:28:458, 57353904348049,  171.939,    0.000,  800,   1.748, 326.501,  90.695,   0.169,  45.106,  12.530, 38,  0,   0.000,   0.175,   0.049,  25.000,  350,   0.000
11:32:28:573, 57354189661186,  172.054,    3.000,  800,   2.063, 326.737,  90.760,   0.344,  45.146,  12.540, 43,  0,   0.005,   0.175,   0.049,  25.000,  350,   0.000
11:32:28:674, 57354443548661,  172.156,    1.000,  800,   1.784, 326.918,  90.811,   0.214,  45.167,  12.546, 39,  0,   0.000,   0.175,   0.049,  25.000,  350,   0.000
11:32:28:790, 57354732634511,  172.271,    1.000,  800,   1.810, 327.128,  90.869,   0.215,  45.192,  12.553, 42,  0,   0.000,   0.175,   0.049,  25.000,  350,   0.000
11:32:28:892, 57354986696070,  172.373,    0.000,  800,   1.744, 327.305,  90.918,   0.173,  45.210,  12.558, 43,  0,   0.000,   0.175,   0.049,  25.000,  350,   0.000
11:32:29:004, 57355266905699,  172.486,    2.000,  800,   1.967, 327.526,  90.980,   0.328,  45.247,  12.569, 41,  0,   0.000,   0.175,   0.049,  25.000,  350,   0.000
11:32:29:106, 57355521037961,  172.587,    2.000,  800,   1.975, 327.728,  91.035,   0.287,  45.276,  12.577, 42,  0,   0.004,   0.176,   0.049,  25.000,  350,   0.000
11:32:29:208, 57355775217811,  172.689,    0.000,  800,   1.771, 327.908,  91.086,   0.193,  45.296,  12.582, 42,  0,   0.000,   0.176,   0.049,  25.000,  350,   0.000
11:32:29:320, 57356053505583,  172.801,    1.000,  800,   1.874, 328.117,  91.144,   0.262,  45.325,  12.590, 43,  0,   0.000,   0.176,   0.049,  25.000,  350,   0.000
11:32:29:422, 57356307504124,  172.903,    1.000,  800,   1.833, 328.304,  91.196,   0.230,  45.348,  12.597, 40,  0,   0.000,   0.176,   0.049,  25.000,  350,   0.000
11:32:29:536, 57356592803161,  173.017,    0.000,  800,   1.731, 328.502,  91.251,   0.166,  45.367,  12.602, 43,  0,   0.000,   0.176,   0.049,  25.000,  350,   0.000
11:32:29:640, 57356852783311,  173.121,    3.000,  800,   1.981, 328.708,  91.308,   0.289,  45.397,  12.610, 41,  0,   0.004,   0.176,   0.049,  25.000,  350,   0.000
11:32:29:742, 57357107206986,  173.223,    1.000,  800,   1.883, 328.900,  91.361,   0.259,  45.424,  12.618, 39,  0,   0.000,   0.176,   0.049,  25.000,  350,   0.000
11:32:29:851, 57357379034683,  173.332,    1.000,  800,   1.836, 329.101,  91.417,   0.230,  45.449,  12.625, 42,  0,   0.000,   0.176,   0.049,  25.000,  350,   0.000
11:32:29:958, 57357645500386,  173.439,    0.000,  800,   1.740, 329.286,  91.468,   0.176,  45.468,  12.630, 38,  0,   0.000,   0.176,   0.049,  25.000,  350,   0.000
11:32:30:060, 57357899398449,  173.541,    1.000,  800,   1.873, 329.477,  91.521,   0.262,  45.494,  12.637, 38,  0,   0.000,   0.176,   0.049,  25.000,  350,   0.000
11:32:30:162, 57358153396311,  173.643,    2.000,  800,   1.967, 329.677,  91.577,   0.279,  45.523,  12.645, 41,  0,   0.006,   0.177,   0.049,  25.000,  350,   0.000
11:32:30:263, 57358407380499,  173.745,    0.000,  800,   1.752, 329.856,  91.627,   0.171,  45.540,  12.650, 39,  0,   0.000,   0.177,   0.049,  25.000,  350,   0.000
11:32:30:372, 57358677209236,  173.853,    2.000,  800,   1.944, 330.066,  91.685,   0.305,  45.573,  12.659, 41,  0,   0.000,   0.177,   0.049,  25.000,  350,   0.000
11:32:30:474, 57358931350024,  173.955,    1.000,  800,   1.800, 330.250,  91.736,   0.210,  45.595,  12.665, 43,  0,   0.000,   0.177,   0.049,  25.000,  350,   0.000
11:32:30:589, 57359218985361,  174.070,    1.000,  800,   1.788, 330.456,  91.793,   0.202,  45.618,  12.672, 43,  0,   0.000,   0.177,   0.049,  25.000,  350,   0.000
11:32:30:705, 57359509191033,  174.186,    3.000,  800,   2.092, 330.699,  91.861,   0.366,  45.660,  12.683, 44,  0,   0.004,   0.177,   0.049,  25.000,  350,   0.000
11:32:30:807, 57359763714561,  174.288,    1.000,  800,   1.835, 330.886,  91.913,   0.245,  45.685,  12.690, 40,  0,   0.000,   0.177,   0.049,  25.000,  350,   0.000
11:32:30:917, 57360037904961,  174.398,    1.000,  800,   1.785, 331.083,  91.967,   0.204,  45.708,  12.697, 42,  0,   0.000,   0.177,   0.049,  25.000,  350,   0.000
11:32:31:025, 57360306386524,  174.506,    1.000,  800,   1.792, 331.275,  92.021,   0.207,  45.730,  12.703, 42,  0,   0.000,   0.177,   0.049,  25.000,  350,   0.000
11:32:31:141, 57360597414470,  174.623,    1.000,  800,   1.834, 331.489,  92.080,   0.226,  45.756,  12.710, 41,  0,   0.000,   0.177,   0.049,  25.000,  350,   0.000
11:32:31:258, 57360888400761,  174.739,    4.000,  800,   2.102, 331.735,  92.149,   0.389,  45.802,  12.723, 43,  0,   0.003,   0.178,   0.049,  25.000,  350,   0.000
11:32:31:370, 57361166658761,  174.851,    1.000,  800,   1.875, 331.944,  92.207,   0.253,  45.830,  12.731, 42,  0,   0.000,   0.178,   0.049,  25.000,  350,   0.000
11:32:31:472, 57361420960486,  174.953,    2.000,  800,   1.894, 332.137,  92.260,   0.292,  45.860,  12.739, 43,  0,   0.000,   0.178,   0.049,  25.000,  350,   0.000
11:32:31:574, 57361675969761,  175.055,    1.000,  800,   1.784, 332.319,  92.311,   0.201,  45.880,  12.745, 39,  0,   0.000,   0.178,   0.049,  25.000,  350,   0.000
11:32:31:682, 57361945107374,  175.163,    2.000,  800,   1.963, 332.531,  92.370,   0.318,  45.915,  12.754, 42,  0,   0.002,   0.178,   0.049,  25.000,  350,   0.000
11:32:31:790, 57362215688049,  175.271,    2.000,  800,   1.979, 332.746,  92.429,   0.281,  45.945,  12.763, 44,  0,   0.002,   0.178,   0.049,  25.000,  350,   0.000
11:32:31:892, 57362469740611,  175.373,    1.000,  800,   1.811, 332.930,  92.481,   0.218,  45.967,  12.769, 43,  0,   0.000,   0.178,   0.049,  25.000,  350,   0.000
11:32:32:003, 57362746340899,  175.484,    1.000,  800,   1.872, 333.138,  92.538,   0.264,  45.997,  12.777, 42,  0,   0.000,   0.178,   0.049,  25.000,  350,   0.000
11:32:32:105, 57363000485974,  175.586,    1.000,  800,   1.776, 333.319,  92.589,   0.194,  46.016,  12.782, 41,  0,   0.000,   0.178,   0.049,  25.000,  350,   0.000
11:32:32:207, 57363254476361,  175.688,    1.000,  800,   1.849, 333.507,  92.641,   0.247,  46.042,  12.789, 41,  0,   0.002,   0.178,   0.049,  25.000,  350,   0.000
11:32:32:311, 57363513626011,  175.792,    2.000,  800,   1.931, 333.708,  92.697,   0.256,  46.068,  12.797, 40,  0,   0.002,   0.178,   0.050,  25.000,  350,   0.000
11:32:32:420, 57363787458486,  175.902,    2.000,  800,   1.900, 333.916,  92.755,   0.286,  46.099,  12.805, 41,  0,   0.000,   0.178,   0.050,  25.000,  350,   0.000
11:32:32:522, 57364041546274,  176.003,    1.000,  800,   1.848, 334.105,  92.807,   0.243,  46.124,  12.812, 39,  0,   0.000,   0.178,   0.050,  25.000,  350,   0.000
11:32:32:624, 57364295695711,  176.105,    0.000,  800,   1.748, 334.283,  92.856,   0.182,  46.143,  12.817, 40,  0,   0.000,   0.178,   0.050,  25.000,  350,   0.000
11:32:32:733, 57364567087836,  176.214,    1.000,  800,   1.949, 334.495,  92.915,   0.306,  46.176,  12.827, 43,  0,   0.000,   0.178,   0.050,  25.000,  350,   0.000
11:32:32:835, 57364822049636,  176.316,    2.000,  800,   2.052, 334.704,  92.973,   0.332,  46.210,  12.836, 39,  0,   0.006,   0.179,   0.050,  25.000,  350,   0.000
11:32:32:937, 57365075880861,  176.418,    0.000,  800,   1.749, 334.882,  93.023,   0.181,  46.228,  12.841, 38,  0,   0.000,   0.179,   0.050,  25.000,  350,   0.000
11:32:33:039, 57365330021261,  176.520,    0.000,  800,   1.767, 335.062,  93.073,   0.185,  46.247,  12.846, 38,  0,   0.000,   0.179,   0.050,  25.000,  350,   0.000
11:32:33:143, 57365590455311,  176.624,    1.000,  800,   1.799, 335.250,  93.125,   0.214,  46.269,  12.853, 41,  0,   0.000,   0.179,   0.050,  25.000,  350,   0.000
11:32:33:245, 57365845097961,  176.726,    0.000,  800,   1.777, 335.432,  93.175,   0.197,  46.289,  12.858, 38,  0,   0.000,   0.179,   0.050,  25.000,  350,   0.000
11:32:33:347, 57366099155849,  176.828,    2.000,  800,   2.046, 335.640,  93.233,   0.321,  46.322,  12.867, 38,  0,   0.006,   0.180,   0.050,  25.000,  350,   0.000
11:32:33:449, 57366353215624,  176.930,    0.000,  800,   1.742, 335.817,  93.283,   0.178,  46.340,  12.872, 39,  0,   0.000,   0.180,   0.050,  25.000,  350,   0.000
11:32:33:552, 57366609236061,  177.033,    1.000,  800,   1.913, 336.014,  93.337,   0.282,  46.369,  12.880, 39,  0,   0.000,   0.180,   0.050,  25.000,  350,   0.000
11:32:33:668, 57366899479111,  177.149,    1.000,  800,   1.883, 336.233,  93.398,   0.268,  46.400,  12.889, 42,  0,   0.000,   0.180,   0.050,  25.000,  350,   0.000
11:32:33:778, 57367174897986,  177.260,    1.000,  800,   1.863, 336.439,  93.455,   0.249,  46.428,  12.897, 42,  0,   0.000,   0.180,   0.050,  25.000,  350,   0.000
11:32:33:889, 57367451189674,  177.370,    2.000,  800,   1.982, 336.658,  93.516,   0.293,  46.460,  12.906, 43,  0,   0.004,   0.180,   0.050,  25.000,  350,   0.000
11:32:33:995, 57367714730324,  177.476,    0.000,  800,   1.786, 336.847,  93.569,   0.198,  46.481,  12.911, 41,  0,   0.000,   0.180,   0.050,  25.000,  350,   0.000
11:32:34:104, 57367987558849,  177.585,    0.000,  800,   1.743, 337.038,  93.622,   0.174,  46.500,  12.917, 43,  0,   0.000,   0.180,   0.050,  25.000,  350,   0.000
11:32:34:206, 57368241634774,  177.687,    1.000,  800,   1.876, 337.229,  93.675,   0.260,  46.527,  12.924, 41,  0,   0.000,   0.180,   0.050,  25.000,  350,   0.000
11:32:34:308, 57368495832649,  177.789,    0.000,  800,   1.684, 337.400,  93.722,   0.141,  46.541,  12.928, 38,  0,   0.000,   0.180,   0.050,  25.000,  350,   0.000
11:32:34:420, 57368776098649,  177.902,    3.000,  800,   2.192, 337.647,  93.791,   0.430,  46.589,  12.942, 43,  0,   0.005,   0.181,   0.050,  25.000,  350,   0.000
11:32:34:522, 57369030232774,  178.003,    0.000,  800,   1.808, 337.831,  93.842,   0.211,  46.611,  12.947, 42,  0,   0.000,   0.181,   0.050,  25.000,  350,   0.000
11:32:34:636, 57369313025249,  178.117,    1.000,  800,   1.886, 338.045,  93.901,   0.272,  46.642,  12.956, 42,  0,   0.000,   0.181,   0.050,  25.000,  350,   0.000
11:32:34:737, 57369566882824,  178.219,    1.000,  800,   1.815, 338.229,  93.953,   0.224,  46.665,  12.962, 42,  0,   0.000,   0.181,   0.050,  25.000,  350,   0.000
11:32:34:853, 57369854663111,  178.334,    0.000,  800,   1.792, 338.436,  94.010,   0.200,  46.688,  12.969, 43,  0,   0.000,   0.181,   0.050,  25.000,  350,   0.000
11:32:34:955, 57370109418461,  178.436,    2.000,  800,   2.029, 338.643,  94.068,   0.321,  46.720,  12.978, 39,  0,   0.004,   0.181,   0.050,  25.000,  350,   0.000
11:32:35:057, 57370363360274,  178.538,    1.000,  800,   1.737, 338.820,  94.117,   0.172,  46.738,  12.983, 38,  0,   0.000,   0.181,   0.050,  25.000,  350,   0.000
11:32:35:168, 57370641134436,  178.649,    1.000,  800,   1.827, 339.024,  94.173,   0.231,  46.764,  12.990, 43,  0,   0.000,   0.181,   0.050,  25.000,  350,   0.000
11:32:35:270, 57370895139761,  178.751,    1.000,  800,   1.858, 339.213,  94.226,   0.244,  46.789,  12.997, 41,  0,   0.000,   0.181,   0.050,  25.000,  350,   0.000
11:32:35:378, 57371165526433,  178.859,    0.000,  800,   1.752, 339.403,  94.279,   0.183,  46.808,  13.002, 43,  0,   0.000,   0.181,   0.050,  25.000,  350,   0.000
11:32:35:495, 57371457207399,  178.976,    2.000,  800,   1.976, 339.634,  94.343,   0.283,  46.842,  13.012, 42,  0,   0.004,   0.181,   0.050,  25.000,  350,   0.000
11:32:35:598, 57371714056674,  179.079,    2.000,  800,   1.927, 339.832,  94.398,   0.300,  46.873,  13.020, 41,  0,   0.000,   0.181,   0.050,  25.000,  350,   0.000
11:32:35:700, 57371968068211,  179.181,    1.000,  800,   1.872, 340.023,  94.451,   0.268,  46.900,  13.028, 43,  0,   0.000,   0.181,   0.050,  25.000,  350,   0.000
11:32:35:802, 57372222142036,  179.283,    1.000,  800,   1.884, 340.215,  94.504,   0.271,  46.927,  13.035, 42,  0,   0.000,   0.181,   0.050,  25.000,  350,   0.000
11:32:35:911, 57372493738649,  179.392,    1.000,  800,   1.876, 340.419,  94.561,   0.265,  46.956,  13.043, 43,  0,   0.000,   0.181,   0.050,  25.000,  350,   0.000
11:32:36:013, 57372748554474,  179.494,    2.000,  800,   1.981, 340.621,  94.617,   0.285,  46.985,  13.051, 39,  0,   0.004,   0.182,   0.050,  25.000,  350,   0.000
11:32:36:115, 57373002701136,  179.596,    1.000,  800,   1.806, 340.805,  94.668,   0.211,  47.007,  13.057, 42,  0,   0.000,   0.182,   0.050,  25.000,  350,   0.000
11:32:36:219, 57373263101174,  179.700,    2.000,  800,   1.859, 340.999,  94.722,   0.262,  47.034,  13.065, 40,  0,   0.000,   0.182,   0.050,  25.000,  350,   0.000
11:32:36:321, 57373517177611,  179.802,    1.000,  800,   1.764, 341.179,  94.772,   0.189,  47.054,  13.070, 40,  0,   0.000,   0.182,   0.050,  25.000,  350,   0.000
11:32:36:423, 57373771331011,  179.904,    0.000,  800,   1.699, 341.352,  94.820,   0.152,  47.069,  13.075, 38,  0,   0.000,   0.182,   0.050,  25.000,  350,   0.000
11:32:36:525, 57374025301161,  180.006,    4.000,  800,   2.071, 341.563,  94.879,   0.351,  47.105,  13.085, 42,  0,   0.007,   0.183,   0.051,  25.000,  350,   0.000
11:32:36:629, 57374285603824,  180.110,    1.000,  800,   1.776, 341.748,  94.930,   0.199,  47.126,  13.090, 39,  0,   0.000,   0.183,   0.051,  25.000,  350,   0.000
11:32:36:731, 57374540566374,  180.213,    1.000,  800,   1.849, 341.937,  94.983,   0.251,  47.151,  13.098, 37,  0,   0.000,   0.183,   0.051,  25.000,  350,   0.000
11:32:36:833, 57374795236349,  180.315,    1.000,  800,   1.768, 342.118,  95.033,   0.188,  47.170,  13.103, 40,  0,   0.000,   0.183,   0.051,  25.000,  350,   0.000
11:32:36:935, 57375049451561,  180.417,    1.000,  800,   1.854, 342.307,  95.085,   0.248,  47.196,  13.110, 40,  0,   0.000,   0.183,   0.051,  25.000,  350,   0.000
11:32:37:037, 57375303543399,  180.518,    2.000,  800,   2.000, 342.511,  95.142,   0.303,  47.227,  13.118, 42,  0,   0.006,   0.183,   0.051,  25.000,  350,   0.000
11:32:37:139, 57375557539086,  180.620,    1.000,  800,   1.800, 342.694,  95.193,   0.210,  47.248,  13.124, 43,  0,   0.000,   0.183,   0.051,  25.000,  350,   0.000
11:32:37:242, 57375814230549,  180.723,    1.000,  800,   1.794, 342.878,  95.244,   0.210,  47.270,  13.130, 42,  0,   0.000,   0.183,   0.051,  25.000,  350,   0.000
11:32:37:353, 57376091288274,  180.834,    1.000,  800,   1.836, 343.082,  95.301,   0.241,  47.296,  13.138, 41,  0,   0.000,   0.183,   0.051,  25.000,  350,   0.000
11:32:37:458, 57376353177649,  180.939,    1.000,  800,   1.782, 343.270,  95.353,   0.198,  47.317,  13.144, 38,  0,   0.000,   0.183,   0.051,  25.000,  350,   0.000
11:32:37:560, 57376607320086,  181.041,    2.000,  800,   2.018, 343.475,  95.410,   0.303,  47.348,  13.152, 40,  0,   0.006,   0.184,   0.051,  25.000,  350,   0.000
11:32:37:662, 57376861336586,  181.143,    1.000,  800,   1.775, 343.656,  95.460,   0.208,  47.369,  13.158, 40,  0,   0.000,   0.184,   0.051,  25.000,  350,   0.000
11:32:37:775, 57377142970649,  181.256,    1.000,  800,   1.895, 343.870,  95.519,   0.275,  47.400,  13.167, 42,  0,   0.000,   0.184,   0.051,  25.000,  350,   0.000
11:32:37:889, 57377428212499,  181.370,    1.000,  800,   1.853, 344.082,  95.578,   0.246,  47.428,  13.174, 42,  0,   0.000,   0.184,   0.051,  25.000,  350,   0.000
11:32:37:991, 57377682234699,  181.472,    1.000,  800,   1.881, 344.273,  95.631,   0.262,  47.455,  13.182, 42,  0,   0.000,   0.184,   0.051,  25.000,  350,   0.000
11:32:38:093, 57377936266074,  181.574,    2.000,  800,   1.972, 344.474,  95.687,   0.287,  47.484,  13.190, 40,  0,   0.004,   0.184,   0.051,  25.000,  350,   0.000
11:32:38:205, 57378215318349,  181.686,    1.000,  800,   1.817, 344.677,  95.744,   0.220,  47.509,  13.197, 42,  0,   0.000,   0.184,   0.051,  25.000,  350,   0.000
11:32:38:306, 57378469321374,  181.788,    0.000,  800,   1.743, 344.855,  95.793,   0.170,  47.526,  13.202, 42,  0,   0.000,   0.184,   0.051,  25.000,  350,   0.000
11:32:38:420, 57378753045936,  181.901,    1.000,  800,   1.891, 345.070,  95.853,   0.278,  47.558,  13.210, 42,  0,   0.000,   0.184,   0.051,  25.000,  350,   0.000
11:32:38:522, 57379007125824,  182.003,    1.000,  800,   1.815, 345.255,  95.904,   0.216,  47.580,  13.217, 42,  0,   0.000,   0.184,   0.051,  25.000,  350,   0.000
11:32:38:624, 57379261111061,  182.105,    2.000,  800,   2.028, 345.461,  95.962,   0.325,  47.613,  13.226, 41,  0,   0.004,   0.185,   0.051,  25.000,  350,   0.000
11:32:38:726, 57379515171161,  182.207,    1.000,  800,   1.806, 345.645,  96.013,   0.219,  47.635,  13.232, 37,  0,   0.000,   0.185,   0.051,  25.000,  350,   0.000
11:32:38:828, 57379769172574,  182.309,    1.000,  800,   1.865, 345.835,  96.065,   0.251,  47.661,  13.239, 38,  0,   0.000,   0.185,   0.051,  25.000,  350,   0.000
11:32:38:929, 57380023342099,  182.411,    0.000,  800,   1.732, 346.012,  96.114,   0.176,  47.679,  13.244, 38,  0,   0.000,   0.185,   0.051,  25.000,  350,   0.000
11:32:39:031, 57380277497561,  182.512,    0.000,  800,   1.718, 346.187,  96.163,   0.151,  47.694,  13.248, 37,  0,   0.000,   0.185,   0.051,  25.000,  350,   0.000
11:32:39:133, 57380531698986,  182.614,    2.000,  800,   1.970, 346.387,  96.219,   0.273,  47.722,  13.256, 41,  0,   0.004,   0.185,   0.051,  25.000,  350,   0.000
11:32:39:235, 57380785863386,  182.716,    1.000,  800,   1.835, 346.574,  96.271,   0.237,  47.746,  13.263, 41,  0,   0.000,   0.185,   0.051,  25.000,  350,   0.000
11:32:39:337, 57381040117274,  182.818,    1.000,  800,   1.792, 346.757,  96.321,   0.206,  47.767,  13.269, 38,  0,   0.000,   0.185,   0.051,  25.000,  350,   0.000
11:32:39:448, 57381317991324,  182.930,    1.000,  800,   1.796, 346.957,  96.377,   0.212,  47.790,  13.275, 42,  0,   0.000,   0.185,   0.051,  25.000,  350,   0.000
11:32:39:550, 57381572093599,  183.032,    1.000,  800,   1.809, 347.141,  96.428,   0.215,  47.812,  13.281, 41,  0,   0.000,   0.185,   0.051,  25.000,  350,   0.000
11:32:39:660, 57381846164449,  183.141,    2.000,  800,   2.034, 347.365,  96.490,   0.345,  47.850,  13.292, 42,  0,   0.004,   0.185,   0.051,  25.000,  350,   0.000
